day,month,year,log_ret,react_label,equally_weighted_index,equally_weighted_volume,date,common
24,10,2016,0.0023454752471322947,Up,176.69036160000002,953591.8508952364,2016-10-24,1
25,10,2016,0.020161369466956125,Up,180.28883444,960488.0745431723,2016-10-25,1
26,10,2016,-0.011451534968909752,Down,178.23602688000003,811720.6457702757,2016-10-26,1
27,10,2016,0.011551717852012542,Up,180.30689719999998,866678.5961207421,2016-10-27,1
28,10,2016,-0.007184812301481422,Down,179.01606872,635158.8634047214,2016-10-28,1
31,10,2016,-0.016108493009955885,Down,176.15549128,906806.0510718212,2016-10-31,1
1,11,2016,-4.280264729303953e-05,Down,176.14795152,773948.5745389678,2016-11-01,1
2,11,2016,-0.011957756253665526,Down,174.05416072000003,1566598.2406260946,2016-11-02,1
3,11,2016,0.00865844526765163,Up,175.56774231999998,1082384.92023897,2016-11-03,1
4,11,2016,-0.020095766431532457,Down,172.07478832,664621.5238663642,2016-11-04,1
7,11,2016,0.026468804231373544,Up,176.69021516,833801.7385044756,2016-11-07,1
8,11,2016,-0.0009812300686715696,Down,176.51692644,661476.3796407043,2016-11-08,1
9,11,2016,-0.009888291303107274,Down,174.78007703999998,915703.0984910217,2016-11-09,1
10,11,2016,-0.016315901339680965,Down,171.95152052,1600737.552453867,2016-11-10,1
11,11,2016,0.0005855243275582012,Up,172.05223180000002,962695.2983516759,2016-11-11,1
14,11,2016,0.02114027471848196,Up,175.72818164,997946.8165380989,2016-11-14,1
15,11,2016,0.017820326431756718,Up,178.88778416,911661.8303425383,2016-11-15,0
16,11,2016,-0.02381494314179252,Down,174.67790968,848824.3383354989,2016-11-16,1
17,11,2016,0.011977511942280568,Up,176.78269631999999,1455320.6930192981,2016-11-17,1
18,11,2016,0.010205265497555165,Up,178.5960478,906574.8782158139,2016-11-18,1
21,11,2016,0.004209898344988649,Up,179.34950388000001,712820.6998772717,2016-11-21,0
22,11,2016,-0.0012805489920793642,Down,179.11998504000002,1169437.930977002,2016-11-22,1
23,11,2016,-0.005685034571195569,Down,178.10457080000003,681331.186709298,2016-11-23,1
24,11,2016,0.0037984719176304624,Up,178.78238252,436189.3271998511,2016-11-24,1
25,11,2016,0.0056873015267975,Up,179.80206872,736172.3648328151,2016-11-25,1
28,11,2016,0.0009332270806047933,Up,179.96994320000002,529688.7316360914,2016-11-28,1
29,11,2016,9.20380226807445e-05,Up,179.98650804,702269.5840465126,2016-11-29,1
30,11,2016,0.008015003498610255,Up,181.4348972,1509561.174587018,2016-11-30,1
1,12,2016,-0.022200910050177138,Down,177.45126116,950086.8291753174,2016-12-01,0
2,12,2016,-0.0048547475575434484,Down,176.59186784000002,703717.6244479726,2016-12-02,1
5,12,2016,0.007782842759346321,Up,177.9716168,751554.9852838069,2016-12-05,0
6,12,2016,-0.0024561339830424093,Down,177.53503104000004,489612.9919756065,2016-12-06,1
7,12,2016,-0.00753977038438387,Down,176.20149128000003,696312.4306536637,2016-12-07,1
8,12,2016,0.005749093335961254,Up,177.2174076,842782.2539492308,2016-12-08,1
9,12,2016,0.006238093265581007,Up,178.3263616,794701.234298276,2016-12-09,0
12,12,2016,-0.0003900338777096582,Down,178.25682184000001,710623.5878841268,2016-12-12,1
13,12,2016,0.000280102865231817,Up,178.30675908,755856.0712549327,2016-12-13,0
14,12,2016,-0.006238663146763876,Down,177.19782600000002,723612.2518117953,2016-12-14,1
15,12,2016,0.002025325112831347,Up,177.55707288000002,1173901.546536477,2016-12-15,0
16,12,2016,0.00032695553945040164,Up,177.61513564,1105034.6128962897,2016-12-16,0
19,12,2016,0.007081062581404777,Up,178.87730299999998,1369849.7504749966,2016-12-19,1
20,12,2016,-0.0012897866740088641,Down,178.64673816,859828.7633408547,2016-12-20,0
21,12,2016,-0.013870464753585587,Down,176.1859306,1277420.1672237162,2016-12-21,1
22,12,2016,-0.005997415380931436,Down,175.13243268,651690.2194843807,2016-12-22,1
23,12,2016,0.010055315610906628,Up,176.90232808,714239.3495067842,2016-12-23,1
27,12,2016,0.01153959514702673,Up,178.95553312,342930.39053570037,2016-12-27,1
28,12,2016,-0.005186846145034259,Down,178.02972140000003,495217.43845422316,2016-12-28,1
29,12,2016,-0.00023582596064748493,Down,177.98774232000002,333986.30575942434,2016-12-29,0
30,12,2016,-0.004377599305426365,Down,177.21028624000002,461196.8504103292,2016-12-30,1
2,1,2017,-0.002926887836076307,Down,176.69236992,495963.34125014767,2017-01-02,0
3,1,2017,-0.011573991390621681,Down,174.65912304000003,1095559.3379711178,2017-01-03,1
4,1,2017,0.0009008595934927959,Up,174.81653728,1111301.4156543745,2017-01-04,1
5,1,2017,-0.045745823976468765,Down,166.99957068,1992945.0380870393,2017-01-05,0
6,1,2017,0.002730072913431767,Up,167.45611459999998,1117482.0992998676,2017-01-06,1
9,1,2017,-0.021269801081982547,Down,163.93196816,1572578.830322117,2017-01-09,1
10,1,2017,-0.005853328139842706,Down,162.97522336,1261090.7857743201,2017-01-10,1
11,1,2017,0.03316927754670903,Up,168.47164604,963842.2275151808,2017-01-11,1
12,1,2017,-0.006677400023761977,Down,167.35044100000002,1541948.0594077404,2017-01-12,0
13,1,2017,-0.0074359290805622695,Down,166.1106502,740434.3124059767,2017-01-13,1
16,1,2017,-0.007429589251325364,Down,164.88108952000002,692305.3033913474,2017-01-16,1
17,1,2017,0.003358538014762046,Up,165.43577988,668467.7548747989,2017-01-17,1
18,1,2017,0.03479752437521322,Up,171.29386784000002,1510413.3646009725,2017-01-18,1
19,1,2017,0.009202109806037362,Up,172.8774076,944080.9497794694,2017-01-19,1
20,1,2017,-0.004832497256333866,Down,172.04399336,630929.1129717684,2017-01-20,1
23,1,2017,-0.019445569884578358,Down,168.73081756000002,695362.0049131393,2017-01-23,1
24,1,2017,-0.004854515260532461,Down,167.9136962,615211.6276353066,2017-01-24,0
25,1,2017,-0.012471187918679646,Down,165.83261668000003,1031702.7550225536,2017-01-25,1
26,1,2017,-0.007041207857562373,Down,164.669056,1031750.1644868533,2017-01-26,1
27,1,2017,-0.004002750379187452,Down,164.01124428000003,630641.9152945982,2017-01-27,0
30,1,2017,-0.010821173274349458,Down,162.24601832000002,656238.1305341388,2017-01-30,1
31,1,2017,-0.000803380111954421,Down,162.11572544,857332.3411039949,2017-01-31,0
1,2,2017,0.01643818743115584,Up,164.8026376,855456.831079309,2017-02-01,0
2,2,2017,-0.015216809609637661,Down,162.31385096000002,707461.8442294641,2017-02-02,1
3,2,2017,0.011949123650790018,Up,164.26499324,444447.3520774731,2017-02-03,1
6,2,2017,-0.009463982408012876,Down,162.71772544,450319.767194085,2017-02-06,0
7,2,2017,0.013022756531262884,Up,164.85061668000003,575339.650194103,2017-02-07,1
8,2,2017,0.025864549714551807,Up,169.17002259999998,999282.1212147906,2017-02-08,0
9,2,2017,-0.006234652072742556,Down,168.11858744,575152.6656698908,2017-02-09,1
10,2,2017,-0.007265993196521906,Down,166.90146608,625752.2974094903,2017-02-10,0
13,2,2017,-0.0034772572972050298,Down,166.3221146,419829.18112906103,2017-02-13,1
14,2,2017,-0.008544339294606842,Down,164.907056,701198.7553705175,2017-02-14,0
15,2,2017,-0.03784654851284786,Down,158.7825204,1989830.9369500498,2017-02-15,1
16,2,2017,0.005609572959071404,Up,159.67572544,1294075.38533466,2017-02-16,1
17,2,2017,0.0007229355839471235,Up,159.79120244,1022427.7850743879,2017-02-17,1
20,2,2017,0.00987703732333426,Up,161.37728612,711532.127970257,2017-02-20,1
21,2,2017,0.006594168189021828,Up,162.4449514,1386195.5903655225,2017-02-21,0
22,2,2017,0.005559729484496297,Up,163.35061668000003,1120283.4498233153,2017-02-22,0
23,2,2017,-0.015156286914388858,Down,160.89349532,805127.9335408838,2017-02-23,1
24,2,2017,-0.0034242665287551365,Down,160.34349532000002,744481.4628265165,2017-02-24,0
27,2,2017,-0.0064997160761975665,Down,159.30468776,511539.6003779954,2017-02-27,1
28,2,2017,-0.00552669520528744,Down,158.42668776,743464.9277884668,2017-02-28,1
1,3,2017,0.005300687616960262,Up,159.26868776,1024187.3015430139,2017-03-01,1
2,3,2017,-0.001696555461078474,Down,158.99870868,863566.9155548705,2017-03-02,1
3,3,2017,-0.03677730839332362,Down,153.25738644,1355526.5472940695,2017-03-03,1
6,3,2017,0.000834711315448917,Up,153.38536552,1086696.2276112814,2017-03-06,1
7,3,2017,-0.0030999656176589024,Down,152.91061240000002,1327869.7804439443,2017-03-07,1
8,3,2017,-0.0030763661619678732,Down,152.4409262,1095350.2318545198,2017-03-08,1
9,3,2017,0.012228315789167133,Up,154.31646596000002,1042863.2228062554,2017-03-09,1
10,3,2017,0.00035135974038900264,Up,154.37069608000002,845505.4246045365,2017-03-10,1
13,3,2017,0.008600650114016138,Up,155.70411031999998,691077.3728415924,2017-03-13,1
14,3,2017,-0.005744746800841966,Down,154.812194,592842.1657165396,2017-03-14,1
15,3,2017,0.005494348010459123,Up,155.66512708,739069.2961057266,2017-03-15,1
16,3,2017,0.00021745319575416716,Up,155.69898064,906731.6514678355,2017-03-16,0
17,3,2017,-0.009398170801325368,Down,154.24254964,876712.8501448516,2017-03-17,1
20,3,2017,0.0003115565281280277,Up,154.29061240000001,606684.6007740097,2017-03-20,1
21,3,2017,-0.007047222203345374,Down,153.20711448,806668.1694063992,2017-03-21,1
22,3,2017,-0.013493770689068475,Down,151.15365839999998,620185.6428576291,2017-03-22,1
23,3,2017,-0.009140258705988336,Down,149.77836968,997593.3118025454,2017-03-23,1
24,3,2017,-0.02744223444841967,Down,145.72400144,1692523.690791368,2017-03-24,0
27,3,2017,-0.013635685719959744,Down,143.75044076,1313988.8124898644,2017-03-27,1
28,3,2017,-0.0017660356174819172,Down,143.4967964,1127682.1924625158,2017-03-28,0
29,3,2017,-0.018903554075881568,Down,140.80967504,1153986.8266314566,2017-03-29,1
30,3,2017,0.0031504530671248687,Up,141.25398884,822144.8164764345,2017-03-30,0
31,3,2017,-0.03281156505775617,Down,136.69443648,2193545.317943769,2017-03-31,1
3,4,2017,-0.00966870025379283,Down,135.37914776,1211537.7606152035,2017-04-03,1
4,4,2017,-0.008187996073411957,Down,134.2751896,1223953.7986181546,2017-04-04,1
5,4,2017,0.003271805968719199,Up,134.71523144000003,1137228.3225702085,2017-04-05,1
6,4,2017,0.020690552770752647,Up,137.53159968,1514667.7525699884,2017-04-06,1
7,4,2017,0.012578523684420924,Up,139.27247,1275545.4360348927,2017-04-07,1
10,4,2017,-0.012397341886510907,Down,137.55652016,810078.7718257299,2017-04-10,1
11,4,2017,-0.010453920683337307,Down,136.12600548,831850.7550261575,2017-04-11,0
12,4,2017,0.0007777730312250007,Up,136.2319218,559717.7893836953,2017-04-12,0
18,4,2017,0.03018110375091105,Up,140.40622728,1557402.0791019404,2017-04-18,1
19,4,2017,-0.031502946106084485,Down,136.05196364000003,1187679.114327987,2017-04-19,1
20,4,2017,0.007496063693053919,Up,137.07564984,1439448.7388272134,2017-04-20,0
21,4,2017,-0.004193502105163265,Down,136.50202640000003,998636.0131293332,2017-04-21,1
24,4,2017,0.008878357436371546,Up,137.71933604,712862.7324553482,2017-04-24,1
25,4,2017,0.03289677815577497,Up,142.3252022,959197.6061380204,2017-04-25,0
26,4,2017,0.014932553958563721,Up,144.46642816000002,906219.2399457833,2017-04-26,1
27,4,2017,0.02579865150711022,Up,148.2419596,1090906.5591540753,2017-04-27,0
28,4,2017,0.008859356441752578,Up,149.56112280000002,1243278.9881047576,2017-04-28,1
2,5,2017,0.023261416874952052,Up,153.08090528000002,1236226.664011356,2017-05-02,1
3,5,2017,-0.003687563825101376,Down,152.51744920000002,1055396.763563087,2017-05-03,1
4,5,2017,-0.0010288494554948646,Down,152.36061239999998,987375.4438602779,2017-05-04,0
5,5,2017,0.03418790437598705,Up,157.65956640000002,1730156.3860530113,2017-05-05,1
8,5,2017,0.020542664019096452,Up,160.93180912,1173936.9994814575,2017-05-08,1
9,5,2017,0.005257159339035259,Up,161.78008108,1475734.6996590435,2017-05-09,1
10,5,2017,-0.020830481008397482,Down,158.44498064,1209685.5963750083,2017-05-10,1
11,5,2017,-0.006075986673292185,Down,157.48518984,1370709.6428536251,2017-05-11,1
12,5,2017,0.01148512151170272,Up,159.30435304000002,1389429.028313616,2017-05-12,1
15,5,2017,-0.005775523684281205,Down,158.3869388,827790.1922002415,2017-05-15,1
16,5,2017,0.021385004614366546,Up,161.8105204,1426300.703364119,2017-05-16,1
18,5,2017,-0.015289626706359019,Down,159.35531536000002,1709443.3390806785,2017-05-18,1
19,5,2017,0.026652263698165618,Up,163.65959992,1858715.0139121523,2017-05-19,1
22,5,2017,-0.015176693796005536,Down,161.19454132,849565.391479888,2017-05-22,1
23,5,2017,-0.004247004615816217,Down,160.51139904000001,1118012.0185634175,2017-05-23,1
24,5,2017,-0.01091945949554447,Down,158.76823584000002,779060.4307717873,2017-05-24,1
26,5,2017,-0.019857773393657262,Down,155.64654964000002,1250988.205448099,2017-05-26,1
29,5,2017,-0.0028311906439567732,Down,155.2065078,700884.9245570868,2017-05-29,1
30,5,2017,0.018732892590491167,Up,158.14137812,1155049.4976821756,2017-05-30,1
31,5,2017,0.009522802036246059,Up,159.6545204,1404906.456159543,2017-05-31,1
1,6,2017,0.02120930927078539,Up,163.0768468,986387.0840379036,2017-06-01,1
2,6,2017,0.005901903786983231,Up,164.04215644,780798.5052020415,2017-06-02,1
6,6,2017,0.0017783205675662285,Up,164.33413552000002,720256.718845112,2017-06-06,0
7,6,2017,-0.011201019465849338,Down,162.5036962,1061024.7464816198,2017-06-07,1
8,6,2017,-0.005117429478049765,Down,161.6742192,1452732.0817258854,2017-06-08,0
9,6,2017,-0.012345151305110862,Down,159.69059576,746906.4602173875,2017-06-09,0
12,6,2017,0.007992852206651144,Up,160.97209368,780887.0139886321,2017-06-12,1
13,6,2017,-0.02695321262217007,Down,156.69132796,1338890.2757852713,2017-06-13,1
14,6,2017,-0.0013913031956357088,Down,156.4734744,890805.7808503695,2017-06-14,1
15,6,2017,-0.005534449272270537,Down,155.60987188000001,803996.1612754944,2017-06-15,1
16,6,2017,0.010822184029719151,Up,157.30305600000003,1113159.2777793573,2017-06-16,1
19,6,2017,-0.0034626849141738652,Down,156.75930704,479858.2104112902,2017-06-19,1
20,6,2017,0.03947199090375565,Up,163.0706502,859930.0879844319,2017-06-20,1
21,6,2017,-0.0032323536595027266,Down,162.54439916,888685.9013604231,2017-06-21,1
22,6,2017,-0.00912592061524186,Down,161.06777988000002,707720.3483836093,2017-06-22,1
23,6,2017,-0.0053307944065834655,Down,160.21144516,633289.3004190384,2017-06-23,1
26,6,2017,-0.0077676419965227355,Down,158.9718008,647253.2495686489,2017-06-26,1
27,6,2017,-0.031930511401132386,Down,153.97593464,905794.746932091,2017-06-27,0
28,6,2017,0.0009345025648200428,Up,154.1198928,996216.3060541326,2017-06-28,1
29,6,2017,-0.019425151875794917,Down,151.15498064000002,806750.1824324244,2017-06-29,1
30,6,2017,0.015552716259270145,Up,153.52422752,1069139.2276853588,2017-06-30,1
3,7,2017,-0.01611933801384371,Down,151.0693572,689358.2254538249,2017-07-03,1
4,7,2017,0.006672445078232447,Up,152.08072959999998,451185.3697099166,2017-07-04,1
5,7,2017,-0.010114674194413156,Down,150.55023584000003,486093.1357455898,2017-07-05,1
6,7,2017,-0.016139236524461573,Down,148.13997220000002,866537.8588839925,2017-07-06,1
7,7,2017,0.007661061057304132,Up,149.27924000000002,623103.5461444672,2017-07-07,1
10,7,2017,0.0072470913926341975,Up,150.36500988,592715.3271037505,2017-07-10,1
11,7,2017,-0.018426930516225938,Down,147.61961656000003,911707.1435853903,2017-07-11,1
12,7,2017,0.021674267427833918,Up,150.85408940000002,638127.4234489276,2017-07-12,1
13,7,2017,0.0043390070686590305,Up,151.51006848000003,660372.2594902269,2017-07-13,1
14,7,2017,-0.007647480018530371,Down,150.35581744,788085.5853558824,2017-07-14,1
17,7,2017,0.02449329004243335,Up,154.0839974,682510.9989420935,2017-07-17,1
18,7,2017,-0.012727258904819374,Down,152.13535720000002,442345.87545692804,2017-07-18,1
19,7,2017,-0.0015483229382035827,Down,151.89998480000003,398589.4554920447,2017-07-19,1
20,7,2017,0.012387963525502784,Up,153.79341996,526820.6566668736,2017-07-20,1
21,7,2017,-0.022122889242468663,Down,150.42842412000002,602642.9615157456,2017-07-21,1
24,7,2017,0.006769848997883956,Up,151.45025676,512728.81341523235,2017-07-24,1
25,7,2017,0.012068897727358216,Up,153.28916892,443686.68111804954,2017-07-25,1
26,7,2017,0.021511115405795322,Up,156.6223112,583755.6966246695,2017-07-26,1
27,7,2017,-0.009889539926770552,Down,155.08102248,584527.3741049138,2017-07-27,1
28,7,2017,-0.002737257996275145,Down,154.65710616,374725.1152966002,2017-07-28,1
31,7,2017,-0.004378774223557089,Down,153.98137812000002,605972.9907142872,2017-07-31,1
1,8,2017,0.02786842934973765,Up,158.3329514,754711.680052535,2017-08-01,1
2,8,2017,0.00013893805125395474,Up,158.3549514,615742.0686662248,2017-08-02,1
3,8,2017,0.020686640840449882,Up,161.66490124000003,651618.7319932651,2017-08-03,1
4,8,2017,0.018136126396830668,Up,164.62362512,639932.9091589802,2017-08-04,1
7,8,2017,-0.01387724985797999,Down,162.35488032,586864.6201298558,2017-08-07,1
8,8,2017,-0.003686338793193041,Down,161.757487,470096.3359253779,2017-08-08,1
9,8,2017,0.010831135396993851,Up,163.51902676,1109603.5996760614,2017-08-09,1
10,8,2017,-0.008853399682618649,Down,162.07771712000002,653427.0606093974,2017-08-10,1
11,8,2017,-0.010064945417441584,Down,160.45459576000002,750585.839414828,2017-08-11,1
14,8,2017,0.016605037361050377,Up,163.14119412000002,441646.9238875865,2017-08-14,1
15,8,2017,-0.0010058981662274264,Down,162.9771732,569990.6392486542,2017-08-15,1
16,8,2017,0.01639352744770527,Up,165.670964,896699.3980035117,2017-08-16,1
17,8,2017,-0.006417382779949434,Down,164.61119412,569880.8165160757,2017-08-17,1
18,8,2017,0.01649726850718608,Up,167.34935316000002,625517.0574641074,2017-08-18,1
21,8,2017,0.02559344725144845,Up,171.68767956000002,1371838.839125325,2017-08-21,1
22,8,2017,-0.01088201947215466,Down,169.82949960000002,947895.4924935482,2017-08-22,1
23,8,2017,-0.005194891255625777,Down,168.94954144000002,648102.8777613384,2017-08-23,1
24,8,2017,0.004415563989314066,Up,169.69719840000002,1793529.4980845964,2017-08-24,1
25,8,2017,0.002111920611342974,Up,170.05596412,880408.6912554533,2017-08-25,1
28,8,2017,0.008485091571670045,Up,171.50504364000003,581640.9083088911,2017-08-28,1
29,8,2017,-0.013670449965102898,Down,169.17644528,990744.5899875271,2017-08-29,1
30,8,2017,0.0077681733956555575,Up,170.49575492000002,1009560.9865307112,2017-08-30,1
31,8,2017,0.01979433392437366,Up,173.90422776,1319356.1984587878,2017-08-31,1
1,9,2017,0.010398645603945912,Up,175.72203116,867341.713541164,2017-09-01,1
4,9,2017,-0.008733050428024984,Down,174.19412316,535240.4773396974,2017-09-04,1
5,9,2017,0.0266103641624861,Up,178.89171736000003,672675.3186913512,2017-09-05,1
6,9,2017,-0.006223612688574702,Down,177.78182196,540835.3396256485,2017-09-06,1
7,9,2017,-0.006659592625557168,Down,176.60180104000003,1051186.4259551489,2017-09-07,1
8,9,2017,-0.008525660482284562,Down,175.10255416,665637.5601150804,2017-09-08,1
11,9,2017,0.016138320578506858,Up,177.9513408,654052.8272953511,2017-09-11,1
12,9,2017,0.005152189973646009,Up,178.87054584000003,545701.0422245668,2017-09-12,1
13,9,2017,-0.0025139140396556983,Down,178.4214454,551459.4948339964,2017-09-13,1
14,9,2017,-0.014274150185683612,Down,175.89272152,646752.2771831336,2017-09-14,1
15,9,2017,-0.0021033867665805135,Down,175.52313992,976271.873285857,2017-09-15,0
18,9,2017,0.0031253828405785273,Up,176.07257508,379792.1546413548,2017-09-18,1
19,9,2017,0.006339332659344487,Up,177.19230312000002,496361.02318104747,2017-09-19,1
20,9,2017,-0.00809985568861788,Down,175.76286796000002,633388.1219135217,2017-09-20,1
21,9,2017,-0.015993497335562757,Down,172.974165,826588.0063966911,2017-09-21,1
22,9,2017,0.013660827947061265,Up,175.35334912000002,699644.8375500776,2017-09-22,1
25,9,2017,0.003699710192128199,Up,176.00330728,702661.1730097682,2017-09-25,1
26,9,2017,-0.018456060590528546,Down,172.78477168,621767.6462439712,2017-09-26,1
27,9,2017,-0.011051981977268682,Down,170.88567124,573977.6545967081,2017-09-27,1
28,9,2017,0.01997740228945886,Up,174.3338512,608823.1157326564,2017-09-28,1
29,9,2017,0.00651562466324853,Up,175.47345372,554053.6885177897,2017-09-29,1
2,10,2017,0.005054309662389432,Up,176.36259600000002,514834.78585920885,2017-10-02,1
3,10,2017,0.013066837446084,Up,178.68221943999998,561023.7427601271,2017-10-03,1
4,10,2017,0.013443230159700484,Up,181.100504,676311.8593612921,2017-10-04,1
5,10,2017,-0.0035909865040176826,Down,180.4513408,711690.8206516017,2017-10-05,0
6,10,2017,-0.01518242274356507,Down,177.73234496,645926.4240235286,2017-10-06,1
9,10,2017,0.006780945211206777,Up,178.94163368000002,379244.9402366876,2017-10-09,1
10,10,2017,0.028578607150059495,Up,184.12931156000002,653589.3313766201,2017-10-10,1
11,10,2017,-0.001413617882812903,Down,183.86920696,1051291.1525327493,2017-10-11,1
12,10,2017,0.010226913523450275,Up,185.75926972,841399.2831093326,2017-10-12,1
13,10,2017,0.008945383205965596,Up,187.428412,691540.1780069955,2017-10-13,0
16,10,2017,-0.013851595032342807,Down,184.85012744,638529.424907253,2017-10-16,1
17,10,2017,-0.0018917055892650693,Down,184.50077596000003,466533.01237094007,2017-10-17,0
18,10,2017,0.013396669789737758,Up,186.98910236,573466.5381068598,2017-10-18,1
19,10,2017,-5.191410540980733e-05,Down,186.97939524,933982.9796899556,2017-10-19,1
20,10,2017,-0.002834859172281398,Down,186.45008560000002,1017900.8542363312,2017-10-20,1
23,10,2017,0.008593500642060848,Up,188.0592488,467806.58761624666,2017-10-23,1
24,10,2017,-0.03620118736876838,Down,181.37303532,765688.5961455683,2017-10-24,1
25,10,2017,-0.0015996166246734448,Down,181.08313992,699556.86630015,2017-10-25,1
26,10,2017,-0.007873191918024639,Down,179.66303532,1130881.1700662894,2017-10-26,1
27,10,2017,-0.010713206816979815,Down,177.74854156,1223788.4807336477,2017-10-27,1
30,10,2017,0.01068062551638901,Up,179.65718176000001,845261.9300556382,2017-10-30,1
31,10,2017,-0.004415451554694325,Down,178.86566292,669406.4564690667,2017-10-31,1
1,11,2017,-0.002301020721272869,Down,178.45456248000002,1313248.9482174355,2017-11-01,1
2,11,2017,-0.037960743033987686,Down,171.80726116,1552036.987920565,2017-11-02,1
3,11,2017,0.010530321074723216,Up,173.62600596,1076741.7965547964,2017-11-03,1
6,11,2017,0.0160118614876013,Up,176.42845788,824236.2812630013,2017-11-06,1
7,11,2017,-0.01797273767730131,Down,173.28588044000003,1204536.4683366802,2017-11-07,1
8,11,2017,0.02947602963002755,Up,178.46968384000002,1851955.2450651382,2017-11-08,1
9,11,2017,-0.03417859367870054,Down,172.47290551999998,1696994.286468446,2017-11-09,1
10,11,2017,0.0032421106508390006,Up,173.0329892,1610240.600593421,2017-11-10,1
13,11,2017,0.0032628700321359764,Up,173.59849544000002,1044238.608409196,2017-11-13,1
14,11,2017,-0.021175117344970663,Down,169.96117320000002,1065018.8212642425,2017-11-14,1
15,11,2017,0.032949596381806265,Up,175.65460836,1279325.6004412617,2017-11-15,1
16,11,2017,-0.0028956319375727855,Down,175.14671296000003,1328897.2634227404,2017-11-16,1
17,11,2017,-0.0360630140419886,Down,168.94293048000003,1389706.259761711,2017-11-17,1
20,11,2017,0.014392664667442231,Up,171.39205184000002,791844.4932651555,2017-11-20,1
21,11,2017,0.02286612066884064,Up,175.35627364,744941.844621474,2017-11-21,1
22,11,2017,-0.012893673887416692,Down,173.1098008,1029456.5811462791,2017-11-22,1
23,11,2017,-0.012410607786145018,Down,170.97467944,768349.7506019296,2017-11-23,1
24,11,2017,-0.032966584436455934,Down,165.43012292,1568665.3843720532,2017-11-24,1
27,11,2017,-0.00449206376490323,Down,164.68866684000002,817531.397444527,2017-11-27,1
28,11,2017,0.003510926139019455,Up,165.2678928,1092217.064748527,2017-11-28,1
29,11,2017,-0.02108737452913884,Down,161.81931536000002,1127418.287216829,2017-11-29,1
30,11,2017,0.019927103420467822,Up,165.07624844,1517834.366802876,2017-11-30,1
1,12,2017,0.004962620636397461,Up,165.89749532000002,942493.7718545598,2017-12-01,1
4,12,2017,0.002540383817805787,Up,166.31947440000002,780185.1114257514,2017-12-04,1
5,12,2017,-0.004215880911343384,Down,165.61976728000002,856073.9396544786,2017-12-05,1
6,12,2017,0.01611558427201668,Up,168.31044932,827456.6683538983,2017-12-06,1
7,12,2017,-0.013923215505803029,Down,165.9832652,962117.0209387019,2017-12-07,1
8,12,2017,-0.0145499315603388,Down,163.58570452,1523217.757056281,2017-12-08,1
11,12,2017,0.012914236282924783,Up,165.71198908000002,994757.1173147112,2017-12-11,1
12,12,2017,0.014124239475918178,Up,168.06915228,1163648.590553719,2017-12-12,1
13,12,2017,0.01734677338799325,Up,171.01004352,1269881.274672908,2017-12-13,1
14,12,2017,-0.04959536284100885,Down,162.73562084000002,1751739.2446607153,2017-12-14,1
15,12,2017,0.003856024075054639,Up,163.36434472,1431415.3440086332,2017-12-15,1
18,12,2017,0.016307393739834627,Up,166.0502318,920777.1988507981,2017-12-18,1
19,12,2017,-0.0110213027675283,Down,164.23018996000002,1160751.698999954,2017-12-19,1
20,12,2017,-0.01108320021779773,Down,162.42004352,1186495.6986768162,2017-12-20,1
21,12,2017,-0.0025957715146989195,Down,161.99898492,812657.3374553785,2017-12-21,1
22,12,2017,0.014270806839022359,Up,164.32741592,484472.12255419174,2017-12-22,1
27,12,2017,0.0205408259383829,Up,167.73774232000002,790823.2013081685,2017-12-27,1
28,12,2017,0.012661599428322701,Up,169.87507288,688196.6259495432,2017-12-28,0
29,12,2017,-1.0665070692074328e-05,Down,169.87326116,517637.51407372113,2017-12-29,1
2,1,2018,-0.021928467002976626,Down,166.18874648000002,706704.2131749811,2018-01-02,1
3,1,2018,-0.024374400881095055,Down,162.18696400000002,760607.0956196182,2018-01-03,1
4,1,2018,0.014211986254338532,Up,164.50842008,771811.5048841089,2018-01-04,1
5,1,2018,0.02501052871148526,Up,168.67474648,978257.2999109068,2018-01-05,1
8,1,2018,-0.03417627957405239,Down,163.00746608000003,964663.7547574765,2018-01-08,1
9,1,2018,0.004248691889523933,Up,163.70150792,678684.8421160534,2018-01-09,1
10,1,2018,0.0007907485291224459,Up,163.83100584000002,767701.7720327462,2018-01-10,1
11,1,2018,-0.011116889424461816,Down,162.0198008,977691.4915725851,2018-01-11,1
12,1,2018,-0.023847592949291924,Down,158.20172544000002,968384.5035699343,2018-01-12,1
15,1,2018,-0.00476369527871709,Down,157.44989280000001,685733.9879562022,2018-01-15,1
16,1,2018,0.008317680456565313,Up,158.76497232000003,1125993.9147556343,2018-01-16,1
17,1,2018,-0.02499375420543041,Down,154.84601831999998,1395590.4456445442,2018-01-17,1
18,1,2018,-0.01621689747232642,Down,152.355148,1197153.815534249,2018-01-18,1
19,1,2018,0.0023096443120145488,Up,152.70744088,899180.4699523702,2018-01-19,1
22,1,2018,0.018175238635933018,Up,155.5083112,1007752.8544649703,2018-01-22,1
23,1,2018,0.008736939217174028,Up,156.87293047999998,793425.023557441,2018-01-23,0
24,1,2018,-0.027648069028326977,Down,152.59510616,836138.9408993808,2018-01-24,1
25,1,2018,0.005025978845712219,Up,153.36397648000002,794788.0898443772,2018-01-25,1
26,1,2018,-0.002528758761199589,Down,152.97664592,614517.28858506,2018-01-26,1
