day,month,year,log_ret,react_label,date,common
14,5,2020,-0.017854325,Down,2020-05-14,1
15,5,2020,0.000849889,Up,2020-05-15,1
18,5,2020,0.002106428,Up,2020-05-18,1
19,5,2020,0.051167639,Up,2020-05-19,1
20,5,2020,0.026590083,Up,2020-05-20,1
22,5,2020,-0.035373474,Down,2020-05-22,1
25,5,2020,0.020380584,Up,2020-05-25,1
26,5,2020,-0.000348384,Down,2020-05-26,1
27,5,2020,-0.018567763,Down,2020-05-27,1
28,5,2020,0.003009131,Up,2020-05-28,1
29,5,2020,-0.003871584,Down,2020-05-29,1
2,6,2020,0.035548505,Up,2020-06-02,1
3,6,2020,0.000629569,Up,2020-06-03,1
4,6,2020,0.005662261,Up,2020-06-04,1
5,6,2020,-0.00765025,Down,2020-06-05,1
8,6,2020,0.000882483,Up,2020-06-08,1
9,6,2020,0.013089356,Up,2020-06-09,1
10,6,2020,0.00163626,Up,2020-06-10,1
11,6,2020,-0.018428857,Down,2020-06-11,1
12,6,2020,-0.007270913,Down,2020-06-12,1
15,6,2020,-0.041785951,Down,2020-06-15,1
16,6,2020,-0.022456754,Down,2020-06-16,1
17,6,2020,0.03006605,Up,2020-06-17,1
18,6,2020,-0.013152264,Down,2020-06-18,1
19,6,2020,0.00855685,Up,2020-06-19,1
22,6,2020,-0.022222889,Down,2020-06-22,1
23,6,2020,0.010901594,Up,2020-06-23,1
24,6,2020,-0.012362152,Down,2020-06-24,1
25,6,2020,0.010060055,Up,2020-06-25,1
26,6,2020,0.018870436,Up,2020-06-26,1
29,6,2020,0.014388215,Up,2020-06-29,1
30,6,2020,0.012482641,Up,2020-06-30,1
1,7,2020,-0.001818591,Down,2020-07-01,1
2,7,2020,-0.014857383,Down,2020-07-02,1
3,7,2020,0.003984083,Up,2020-07-03,1
6,7,2020,-0.002275708,Down,2020-07-06,1
7,7,2020,-0.009395881,Down,2020-07-07,1
8,7,2020,-0.00487431,Down,2020-07-08,1
9,7,2020,-0.038927877,Down,2020-07-09,1
10,7,2020,-0.004533595,Down,2020-07-10,1
13,7,2020,0.000497941,Up,2020-07-13,1
14,7,2020,-0.012445975,Down,2020-07-14,1
15,7,2020,0.029885122,Up,2020-07-15,1
16,7,2020,-0.015029553,Down,2020-07-16,1
17,7,2020,0.000397216,Up,2020-07-17,1
20,7,2020,0.006978958,Up,2020-07-20,1
21,7,2020,-0.007666548,Down,2020-07-21,1
22,7,2020,-0.011359916,Down,2020-07-22,1
23,7,2020,0.002563015,Up,2020-07-23,1
24,7,2020,-0.006342303,Down,2020-07-24,1
27,7,2020,-0.007539153,Down,2020-07-27,1
28,7,2020,0.02302985,Up,2020-07-28,1
29,7,2020,0.00064154,Up,2020-07-29,1
30,7,2020,-0.024210965,Down,2020-07-30,1
31,7,2020,0.010287628,Up,2020-07-31,1
3,8,2020,0.03151133,Up,2020-08-03,1
4,8,2020,0.00449846,Up,2020-08-04,1
5,8,2020,-0.013057047,Down,2020-08-05,1
6,8,2020,-0.004466511,Down,2020-08-06,1
7,8,2020,0.009583348,Up,2020-08-07,1
10,8,2020,-0.001604683,Down,2020-08-10,1
11,8,2020,0.022750616,Up,2020-08-11,1
12,8,2020,0.018286691,Up,2020-08-12,1
13,8,2020,-0.001499104,Down,2020-08-13,1
14,8,2020,-0.005020591,Down,2020-08-14,1
17,8,2020,0.005477078,Up,2020-08-17,1
18,8,2020,-0.018195279,Down,2020-08-18,1
19,8,2020,0.00051627,Up,2020-08-19,1
20,8,2020,-0.008656845,Down,2020-08-20,1
21,8,2020,-0.017292059,Down,2020-08-21,1
24,8,2020,0.022396004,Up,2020-08-24,1
25,8,2020,0.008121318,Up,2020-08-25,1
26,8,2020,-0.023835144,Down,2020-08-26,1
27,8,2020,0.012667946,Up,2020-08-27,1
28,8,2020,-0.007629359,Down,2020-08-28,1
31,8,2020,-0.001422028,Down,2020-08-31,1
1,9,2020,-0.000441989,Down,2020-09-01,1
2,9,2020,-0.005417095,Down,2020-09-02,1
3,9,2020,0.001716209,Up,2020-09-03,1
4,9,2020,0.007604599,Up,2020-09-04,1
7,9,2020,0.018231068,Up,2020-09-07,1
8,9,2020,0.001186587,Up,2020-09-08,1
9,9,2020,0.014238556,Up,2020-09-09,1
10,9,2020,-0.009404242,Down,2020-09-10,1
11,9,2020,0.015153886,Up,2020-09-11,1
14,9,2020,0.005060185,Up,2020-09-14,1
15,9,2020,0.012691129,Up,2020-09-15,1
16,9,2020,0.001978853,Up,2020-09-16,1
17,9,2020,-0.005997887,Down,2020-09-17,1
18,9,2020,-0.004525697,Down,2020-09-18,1
21,9,2020,-0.025198592,Down,2020-09-21,1
22,9,2020,-0.002949941,Down,2020-09-22,1
23,9,2020,0.001271586,Up,2020-09-23,1
24,9,2020,0.000408902,Up,2020-09-24,1
25,9,2020,-0.007687526,Down,2020-09-25,1
28,9,2020,0.014294357,Up,2020-09-28,1
29,9,2020,0.007989005,Up,2020-09-29,1
30,9,2020,0.032148141,Up,2020-09-30,1
1,10,2020,0.005793614,Up,2020-10-01,0
2,10,2020,0.012103585,Up,2020-10-02,1
5,10,2020,-0.000835239,Down,2020-10-05,1
6,10,2020,0.011738647,Up,2020-10-06,1
7,10,2020,-0.012293576,Down,2020-10-07,1
8,10,2020,0.026749036,Up,2020-10-08,1
9,10,2020,0.000280185,Up,2020-10-09,1
12,10,2020,0.000886735,Up,2020-10-12,1
13,10,2020,-0.006948211,Down,2020-10-13,1
14,10,2020,-0.009087172,Down,2020-10-14,1
15,10,2020,-0.028673288,Down,2020-10-15,1
16,10,2020,0.000870737,Up,2020-10-16,1
19,10,2020,0.000160133,Up,2020-10-19,1
20,10,2020,-0.005269985,Down,2020-10-20,1
21,10,2020,-0.029502885,Down,2020-10-21,1
22,10,2020,-0.016607633,Down,2020-10-22,1
23,10,2020,0.000542184,Up,2020-10-23,1
26,10,2020,-0.034229455,Down,2020-10-26,1
27,10,2020,0.00372237,Up,2020-10-27,1
28,10,2020,-0.033058197,Down,2020-10-28,1
29,10,2020,0.00806177,Up,2020-10-29,1
30,10,2020,-0.001604061,Down,2020-10-30,1
2,11,2020,-0.008567431,Down,2020-11-02,1
3,11,2020,-0.003879422,Down,2020-11-03,1
4,11,2020,0.02499345,Up,2020-11-04,1
5,11,2020,0.004569393,Up,2020-11-05,1
6,11,2020,0.034099748,Up,2020-11-06,1
9,11,2020,0.055908329,Up,2020-11-09,1
10,11,2020,-0.018600903,Down,2020-11-10,1
11,11,2020,0.019673319,Up,2020-11-11,1
12,11,2020,0.007398889,Up,2020-11-12,1
13,11,2020,-0.016579391,Down,2020-11-13,1
16,11,2020,0.036247222,Up,2020-11-16,1
17,11,2020,-0.018852936,Down,2020-11-17,1
18,11,2020,-0.013237587,Down,2020-11-18,1
19,11,2020,-0.036928961,Down,2020-11-19,1
20,11,2020,-0.01166641,Down,2020-11-20,1
23,11,2020,-0.003936448,Down,2020-11-23,1
24,11,2020,0.002143055,Up,2020-11-24,1
25,11,2020,-0.008369919,Down,2020-11-25,1
26,11,2020,0.020006249,Up,2020-11-26,1
27,11,2020,0.023960943,Up,2020-11-27,1
30,11,2020,-0.037570778,Down,2020-11-30,1
1,12,2020,0.025658479,Up,2020-12-01,0
2,12,2020,-0.025002666,Down,2020-12-02,1
3,12,2020,-0.001562869,Down,2020-12-03,1
4,12,2020,0.00256418,Up,2020-12-04,1
7,12,2020,-0.0167036,Down,2020-12-07,1
8,12,2020,-0.005770928,Down,2020-12-08,1
9,12,2020,-0.004246227,Down,2020-12-09,1
10,12,2020,0.002785086,Up,2020-12-10,1
11,12,2020,-0.009473719,Down,2020-12-11,1
14,12,2020,0.000791013,Up,2020-12-14,1
15,12,2020,0.004952401,Up,2020-12-15,1
16,12,2020,0.009824334,Up,2020-12-16,1
17,12,2020,0.012817635,Up,2020-12-17,1
18,12,2020,0.017994204,Up,2020-12-18,1
21,12,2020,-0.01283039,Down,2020-12-21,1
22,12,2020,0.003415567,Up,2020-12-22,1
23,12,2020,0.030496531,Up,2020-12-23,1
28,12,2020,0.006352604,Up,2020-12-28,1
29,12,2020,0.023517513,Up,2020-12-29,1
30,12,2020,0.002798786,Up,2020-12-30,1
4,1,2021,-0.018270614,Down,2021-01-04,1
5,1,2021,0.00928123,Up,2021-01-05,1
6,1,2021,0.002518255,Up,2021-01-06,1
7,1,2021,0.006230162,Up,2021-01-07,1
8,1,2021,0.016647704,Up,2021-01-08,1
11,1,2021,-0.015072148,Down,2021-01-11,1
12,1,2021,0.002314109,Up,2021-01-12,1
13,1,2021,-0.027981003,Down,2021-01-13,1
14,1,2021,-0.015868609,Down,2021-01-14,1
15,1,2021,0.002512213,Up,2021-01-15,1
18,1,2021,0.003489434,Up,2021-01-18,1
19,1,2021,0.026549579,Up,2021-01-19,1
20,1,2021,-0.0179813,Down,2021-01-20,1
21,1,2021,0.030205202,Up,2021-01-21,1
22,1,2021,-0.01011734,Down,2021-01-22,1
25,1,2021,-0.018471823,Down,2021-01-25,1
26,1,2021,-0.008369494,Down,2021-01-26,1
27,1,2021,0.021970096,Up,2021-01-27,1
28,1,2021,0.008498782,Up,2021-01-28,1
29,1,2021,0.00190868,Up,2021-01-29,1
1,2,2021,0.020812441,Up,2021-02-01,1
2,2,2021,0.010095845,Up,2021-02-02,1
3,2,2021,0.007845003,Up,2021-02-03,1
4,2,2021,-0.008759821,Down,2021-02-04,1
5,2,2021,0.005051088,Up,2021-02-05,1
8,2,2021,-0.007432201,Down,2021-02-08,1
9,2,2021,-0.012025246,Down,2021-02-09,1
10,2,2021,0.008966976,Up,2021-02-10,1
11,2,2021,0.009632653,Up,2021-02-11,1
12,2,2021,0.006822209,Up,2021-02-12,1
15,2,2021,-0.012887788,Down,2021-02-15,1
16,2,2021,0.012901002,Up,2021-02-16,1
17,2,2021,-0.00173261,Down,2021-02-17,1
18,2,2021,-0.001390904,Down,2021-02-18,1
19,2,2021,0.035363715,Up,2021-02-19,1
22,2,2021,0.026957784,Up,2021-02-22,1
23,2,2021,-0.003799759,Down,2021-02-23,1
24,2,2021,-0.02253125,Down,2021-02-24,1
25,2,2021,0.01971424,Up,2021-02-25,1
26,2,2021,-0.029964479,Down,2021-02-26,1
1,3,2021,0.024880079,Up,2021-03-01,1
2,3,2021,0.006925744,Up,2021-03-02,1
3,3,2021,0.002118983,Up,2021-03-03,1
4,3,2021,0.001528628,Up,2021-03-04,1
5,3,2021,0.015060861,Up,2021-03-05,1
8,3,2021,0.033961735,Up,2021-03-08,1
9,3,2021,-0.016296528,Down,2021-03-09,1
10,3,2021,-0.004650791,Down,2021-03-10,1
11,3,2021,-0.017427477,Down,2021-03-11,1
12,3,2021,-0.009775346,Down,2021-03-12,1
15,3,2021,0.01188275,Up,2021-03-15,1
16,3,2021,-0.00179286,Down,2021-03-16,1
17,3,2021,-0.00148107,Down,2021-03-17,1
18,3,2021,-0.007898955,Down,2021-03-18,1
19,3,2021,-0.014464429,Down,2021-03-19,1
22,3,2021,-0.003935892,Down,2021-03-22,1
23,3,2021,-0.005454802,Down,2021-03-23,1
24,3,2021,0.006880346,Up,2021-03-24,1
25,3,2021,-0.012256101,Down,2021-03-25,1
26,3,2021,0.01563128,Up,2021-03-26,1
29,3,2021,0.016856019,Up,2021-03-29,1
30,3,2021,0.010320378,Up,2021-03-30,1
31,3,2021,0.00549923,Up,2021-03-31,1
6,4,2021,-0.004339304,Down,2021-04-06,1
7,4,2021,-0.001946249,Down,2021-04-07,1
8,4,2021,-0.002325726,Down,2021-04-08,1
9,4,2021,0.00405114,Up,2021-04-09,1
12,4,2021,-0.022145246,Down,2021-04-12,1
13,4,2021,0.01426149,Up,2021-04-13,1
14,4,2021,-0.026282269,Down,2021-04-14,1
15,4,2021,-0.01427696,Down,2021-04-15,1
16,4,2021,0.010569095,Up,2021-04-16,1
19,4,2021,0.001038061,Up,2021-04-19,1
20,4,2021,-0.000827815,Down,2021-04-20,1
21,4,2021,-0.006127991,Down,2021-04-21,1
22,4,2021,0.012319961,Up,2021-04-22,1
23,4,2021,0.002459777,Up,2021-04-23,1
26,4,2021,0.019333308,Up,2021-04-26,1
27,4,2021,0.003882684,Up,2021-04-27,1
28,4,2021,0.017081674,Up,2021-04-28,1
29,4,2021,-0.021683193,Down,2021-04-29,1
30,4,2021,-0.006187196,Down,2021-04-30,1
3,5,2021,0.016259414,Up,2021-05-03,1
4,5,2021,0.034234529,Up,2021-05-04,1
5,5,2021,0.00696175,Up,2021-05-05,1
6,5,2021,0.001882797,Up,2021-05-06,1
7,5,2021,0.012912976,Up,2021-05-07,1
10,5,2021,-0.009732054,Down,2021-05-10,1
11,5,2021,-0.011450383,Down,2021-05-11,1
12,5,2021,-0.022361865,Down,2021-05-12,1
14,5,2021,-0.018146788,Down,2021-05-14,1
18,5,2021,0.01038283,Up,2021-05-18,1
19,5,2021,0.006575286,Up,2021-05-19,1
20,5,2021,0.022572101,Up,2021-05-20,1
21,5,2021,0.026832791,Up,2021-05-21,1
25,5,2021,-0.019526585,Down,2021-05-25,1
26,5,2021,0.010493079,Up,2021-05-26,1
27,5,2021,-0.003181398,Down,2021-05-27,1
28,5,2021,0.016560356,Up,2021-05-28,1
31,5,2021,-0.007758958,Down,2021-05-31,1
1,6,2021,-0.000962514,Down,2021-06-01,1
2,6,2021,0.021021019,Up,2021-06-02,1
3,6,2021,0.01564575,Up,2021-06-03,1
4,6,2021,0.012399046,Up,2021-06-04,1
7,6,2021,-0.003214201,Down,2021-06-07,1
8,6,2021,0.000958149,Up,2021-06-08,1
9,6,2021,-0.031085517,Down,2021-06-09,1
10,6,2021,-0.009057882,Down,2021-06-10,1
11,6,2021,-0.000991646,Down,2021-06-11,1
14,6,2021,0.001464062,Up,2021-06-14,1
15,6,2021,-0.007486904,Down,2021-06-15,1
16,6,2021,0.011831863,Up,2021-06-16,1
17,6,2021,-0.001928763,Down,2021-06-17,1
18,6,2021,-0.000810501,Down,2021-06-18,1
21,6,2021,0.005756963,Up,2021-06-21,1
22,6,2021,0.006099144,Up,2021-06-22,1
23,6,2021,-0.021784701,Down,2021-06-23,1
24,6,2021,-0.019672073,Down,2021-06-24,1
25,6,2021,0.001402844,Up,2021-06-25,1
28,6,2021,-0.011493627,Down,2021-06-28,1
29,6,2021,-0.0101332,Down,2021-06-29,1
30,6,2021,0.006590743,Up,2021-06-30,1
1,7,2021,0.010298777,Up,2021-07-01,1
2,7,2021,0.00823878,Up,2021-07-02,1
5,7,2021,0.025299977,Up,2021-07-05,1
6,7,2021,0.003803082,Up,2021-07-06,1
7,7,2021,-0.000194678,Down,2021-07-07,1
8,7,2021,-0.026676914,Down,2021-07-08,1
9,7,2021,-0.000164687,Down,2021-07-09,1
12,7,2021,0.003446892,Up,2021-07-12,0
13,7,2021,0.000855477,Up,2021-07-13,0
14,7,2021,-0.005308728,Down,2021-07-14,1
15,7,2021,0.018157918,Up,2021-07-15,1
16,7,2021,0.010170944,Up,2021-07-16,1
19,7,2021,-0.021820184,Down,2021-07-19,1
20,7,2021,0.018655733,Up,2021-07-20,1
21,7,2021,-0.000959337,Down,2021-07-21,1
22,7,2021,0.005576537,Up,2021-07-22,1
23,7,2021,0.006454594,Up,2021-07-23,1
26,7,2021,-0.003612402,Down,2021-07-26,1
27,7,2021,-0.003551144,Down,2021-07-27,1
28,7,2021,0.002787172,Up,2021-07-28,1
29,7,2021,-0.009697129,Down,2021-07-29,1
30,7,2021,-0.005092419,Down,2021-07-30,1
2,8,2021,0.010474134,Up,2021-08-02,1
3,8,2021,0.002945645,Up,2021-08-03,1
4,8,2021,0.014109662,Up,2021-08-04,1
5,8,2021,-0.005075365,Down,2021-08-05,1
6,8,2021,-0.010709104,Down,2021-08-06,1
9,8,2021,0.002143023,Up,2021-08-09,1
10,8,2021,0.001694021,Up,2021-08-10,1
11,8,2021,-0.016636068,Down,2021-08-11,1
12,8,2021,0.005628023,Up,2021-08-12,1
13,8,2021,0.000495412,Up,2021-08-13,1
16,8,2021,-0.003582858,Down,2021-08-16,1
17,8,2021,0.007577495,Up,2021-08-17,1
18,8,2021,-0.024722155,Down,2021-08-18,1
19,8,2021,-0.01126421,Down,2021-08-19,1
20,8,2021,0.019794582,Up,2021-08-20,1
23,8,2021,-0.012530742,Down,2021-08-23,1
24,8,2021,0.008060932,Up,2021-08-24,1
25,8,2021,0.030468167,Up,2021-08-25,1
26,8,2021,-0.011086569,Down,2021-08-26,1
27,8,2021,0.013248401,Up,2021-08-27,1
30,8,2021,-0.00637977,Down,2021-08-30,1
31,8,2021,-0.005646,Down,2021-08-31,1
1,9,2021,0.00615925,Up,2021-09-01,1
2,9,2021,0.014197644,Up,2021-09-02,1
3,9,2021,-0.024155956,Down,2021-09-03,1
6,9,2021,0.001611048,Up,2021-09-06,1
7,9,2021,-0.014687069,Down,2021-09-07,1
8,9,2021,-0.005417087,Down,2021-09-08,1
9,9,2021,-0.004108665,Down,2021-09-09,1
10,9,2021,-0.007983295,Down,2021-09-10,1
13,9,2021,0.013475346,Up,2021-09-13,1
14,9,2021,-0.005338922,Down,2021-09-14,1
15,9,2021,0.001529997,Up,2021-09-15,1
16,9,2021,0.009084533,Up,2021-09-16,1
17,9,2021,0.004517305,Up,2021-09-17,1
20,9,2021,-0.026128147,Down,2021-09-20,1
21,9,2021,0.01173218,Up,2021-09-21,1
22,9,2021,0.027632111,Up,2021-09-22,1
23,9,2021,0.018180411,Up,2021-09-23,1
24,9,2021,-0.019257176,Down,2021-09-24,0
27,9,2021,0.002695458,Up,2021-09-27,1
28,9,2021,-0.024343193,Down,2021-09-28,1
29,9,2021,-0.003026253,Down,2021-09-29,1
30,9,2021,-0.012114197,Down,2021-09-30,1
1,10,2021,-0.001946006,Down,2021-10-01,1
4,10,2021,-0.002522942,Down,2021-10-04,1
5,10,2021,-0.001272831,Down,2021-10-05,1
6,10,2021,-0.003834246,Down,2021-10-06,1
7,10,2021,0.017228006,Up,2021-10-07,1
8,10,2021,0.001403211,Up,2021-10-08,1
11,10,2021,-0.002524837,Down,2021-10-11,1
12,10,2021,-0.002691123,Down,2021-10-12,1
13,10,2021,0.011640807,Up,2021-10-13,1
14,10,2021,0.012975676,Up,2021-10-14,1
15,10,2021,0.002856279,Up,2021-10-15,1
18,10,2021,0.002014679,Up,2021-10-18,1
19,10,2021,0.009523227,Up,2021-10-19,1
20,10,2021,0.033868894,Up,2021-10-20,1
21,10,2021,0.008432946,Up,2021-10-21,0
22,10,2021,0.002453989,Up,2021-10-22,1
25,10,2021,-0.00499612,Down,2021-10-25,1
26,10,2021,0.009007671,Up,2021-10-26,1
27,10,2021,0.010018112,Up,2021-10-27,1
28,10,2021,-0.00938361,Down,2021-10-28,1
29,10,2021,-0.00331252,Down,2021-10-29,1
1,11,2021,-0.005897308,Down,2021-11-01,1
2,11,2021,-0.014439172,Down,2021-11-02,1
3,11,2021,0.003247674,Up,2021-11-03,1
4,11,2021,-0.00812789,Down,2021-11-04,1
5,11,2021,0.007253276,Up,2021-11-05,1
8,11,2021,-0.007019016,Down,2021-11-08,1
9,11,2021,-0.070925164,Down,2021-11-09,1
10,11,2021,0.006272494,Up,2021-11-10,1
11,11,2021,-0.001828149,Down,2021-11-11,1
12,11,2021,0.007203868,Up,2021-11-12,1
15,11,2021,0.005517654,Up,2021-11-15,1
16,11,2021,-0.003011758,Down,2021-11-16,1
17,11,2021,-0.025842684,Down,2021-11-17,1
18,11,2021,0.012089614,Up,2021-11-18,1
19,11,2021,0.004734464,Up,2021-11-19,1
22,11,2021,-0.024003419,Down,2021-11-22,1
23,11,2021,-0.020556374,Down,2021-11-23,1
24,11,2021,-0.005889957,Down,2021-11-24,1
25,11,2021,-0.004445066,Down,2021-11-25,1
26,11,2021,-0.029682894,Down,2021-11-26,1
29,11,2021,0.006950304,Up,2021-11-29,1
30,11,2021,-0.02158933,Down,2021-11-30,1
1,12,2021,0.000631238,Up,2021-12-01,1
2,12,2021,-0.007263547,Down,2021-12-02,1
3,12,2021,-0.001033448,Down,2021-12-03,1
6,12,2021,0.002746882,Up,2021-12-06,1
7,12,2021,0.025838533,Up,2021-12-07,1
8,12,2021,0.002341891,Up,2021-12-08,1
9,12,2021,0.004897634,Up,2021-12-09,1
10,12,2021,0.00244623,Up,2021-12-10,1
13,12,2021,-0.004289643,Down,2021-12-13,1
14,12,2021,-0.021185367,Down,2021-12-14,1
15,12,2021,-0.007909958,Down,2021-12-15,1
16,12,2021,0.017625979,Up,2021-12-16,1
17,12,2021,0.001230546,Up,2021-12-17,1
20,12,2021,-0.060802633,Down,2021-12-20,1
21,12,2021,0.023553851,Up,2021-12-21,1
22,12,2021,0.013472913,Up,2021-12-22,0
23,12,2021,0.017627477,Up,2021-12-23,0
27,12,2021,0.016009128,Up,2021-12-27,1
28,12,2021,0.006554175,Up,2021-12-28,0
29,12,2021,-0.012384158,Down,2021-12-29,1
30,12,2021,0.000734636,Up,2021-12-30,1
3,1,2022,0.005652781,Up,2022-01-03,1
4,1,2022,-0.008064923,Down,2022-01-04,1
5,1,2022,0.005698498,Up,2022-01-05,1
6,1,2022,-0.021258482,Down,2022-01-06,1
7,1,2022,0.003894787,Up,2022-01-07,1
10,1,2022,-0.019800667,Down,2022-01-10,1
11,1,2022,0.028322652,Up,2022-01-11,1
12,1,2022,0.010048069,Up,2022-01-12,1
13,1,2022,0.001128039,Up,2022-01-13,1
14,1,2022,-0.002392185,Down,2022-01-14,1
17,1,2022,-0.005737576,Down,2022-01-17,1
18,1,2022,0.00200642,Up,2022-01-18,1
19,1,2022,-0.010547965,Down,2022-01-19,0
20,1,2022,0.00391339,Up,2022-01-20,1
21,1,2022,0.00223584,Up,2022-01-21,1
24,1,2022,-0.038363219,Down,2022-01-24,1
25,1,2022,0.004931886,Up,2022-01-25,1
26,1,2022,0.031253882,Up,2022-01-26,1
27,1,2022,0.019129347,Up,2022-01-27,1
28,1,2022,0.005521965,Up,2022-01-28,1
31,1,2022,0.011228718,Up,2022-01-31,1
1,2,2022,0.017453143,Up,2022-02-01,1
2,2,2022,0.020738652,Up,2022-02-02,1
3,2,2022,-0.007880748,Down,2022-02-03,1
4,2,2022,0.017980663,Up,2022-02-04,1
7,2,2022,0.010872412,Up,2022-02-07,1
8,2,2022,-0.004849211,Down,2022-02-08,1
9,2,2022,0.013501425,Up,2022-02-09,1
10,2,2022,0.003514634,Up,2022-02-10,1
11,2,2022,0.01973006,Up,2022-02-11,1
14,2,2022,-0.002162287,Down,2022-02-14,1
15,2,2022,0.005106452,Up,2022-02-15,1
16,2,2022,0.021742315,Up,2022-02-16,1
17,2,2022,-0.011155887,Down,2022-02-17,1
18,2,2022,-0.018927866,Down,2022-02-18,1
21,2,2022,0.007543491,Up,2022-02-21,1
22,2,2022,-0.059301942,Down,2022-02-22,1
23,2,2022,0.028674603,Up,2022-02-23,1
24,2,2022,-0.047287971,Down,2022-02-24,1
25,2,2022,0.028894193,Up,2022-02-25,1
28,2,2022,-0.004501403,Down,2022-02-28,1
1,3,2022,0.007061152,Up,2022-03-01,1
2,3,2022,0.010233095,Up,2022-03-02,0
3,3,2022,-0.0152511,Down,2022-03-03,1
4,3,2022,-0.041615221,Down,2022-03-04,1
7,3,2022,-0.047050018,Down,2022-03-07,1
8,3,2022,-0.038672997,Down,2022-03-08,1
9,3,2022,0.053802706,Up,2022-03-09,1
10,3,2022,0.018836782,Up,2022-03-10,1
11,3,2022,0.013878005,Up,2022-03-11,1
14,3,2022,0.02221922,Up,2022-03-14,1
15,3,2022,-0.006183841,Down,2022-03-15,1
16,3,2022,0.024953438,Up,2022-03-16,1
17,3,2022,-0.017241806,Down,2022-03-17,1
18,3,2022,0.008972814,Up,2022-03-18,1
21,3,2022,0.025183143,Up,2022-03-21,1
22,3,2022,0.004580817,Up,2022-03-22,1
23,3,2022,-0.004604423,Down,2022-03-23,1
24,3,2022,-0.001405565,Down,2022-03-24,1
25,3,2022,0.017458176,Up,2022-03-25,1
28,3,2022,0.010767202,Up,2022-03-28,1
29,3,2022,0.00072366,Up,2022-03-29,1
30,3,2022,0.0171787,Up,2022-03-30,0
31,3,2022,-0.023606553,Down,2022-03-31,1
1,4,2022,0.042385529,Up,2022-04-01,1
4,4,2022,-0.006696237,Down,2022-04-04,1
5,4,2022,0.014062905,Up,2022-04-05,1
6,4,2022,-0.002780265,Down,2022-04-06,1
7,4,2022,0.002835241,Up,2022-04-07,1
8,4,2022,0.012917853,Up,2022-04-08,1
11,4,2022,0.007434375,Up,2022-04-11,1
12,4,2022,-0.006403783,Down,2022-04-12,1
13,4,2022,-0.008602672,Down,2022-04-13,0
19,4,2022,0.037457764,Up,2022-04-19,1
20,4,2022,-0.020164548,Down,2022-04-20,1
21,4,2022,0.013956383,Up,2022-04-21,1
22,4,2022,0.012063889,Up,2022-04-22,1
25,4,2022,-0.02424827,Down,2022-04-25,1
26,4,2022,0.004202643,Up,2022-04-26,1
27,4,2022,0.008908804,Up,2022-04-27,1
28,4,2022,0.023987862,Up,2022-04-28,1
29,4,2022,-0.008931413,Down,2022-04-29,1
2,5,2022,-0.023591352,Down,2022-05-02,1
3,5,2022,0.006281963,Up,2022-05-03,1
4,5,2022,-0.020508178,Down,2022-05-04,1
5,5,2022,-0.034526567,Down,2022-05-05,1
6,5,2022,-0.028292642,Down,2022-05-06,1
9,5,2022,0.012496222,Up,2022-05-09,1
10,5,2022,0.017813002,Up,2022-05-10,1
11,5,2022,0.005496896,Up,2022-05-11,1
12,5,2022,-0.046213971,Down,2022-05-12,1
13,5,2022,-0.012020433,Down,2022-05-13,1
16,5,2022,0.018005865,Up,2022-05-16,1
18,5,2022,-0.000289729,Down,2022-05-18,1
19,5,2022,0.005893927,Up,2022-05-19,1
20,5,2022,0.02447197,Up,2022-05-20,1
23,5,2022,0.018106849,Up,2022-05-23,1
24,5,2022,0.013354555,Up,2022-05-24,1
25,5,2022,-0.003711491,Down,2022-05-25,1
27,5,2022,-0.028649851,Down,2022-05-27,1
30,5,2022,-0.008675189,Down,2022-05-30,1
31,5,2022,0.009715669,Up,2022-05-31,1
1,6,2022,-0.000281104,Down,2022-06-01,1
2,6,2022,0.002414917,Up,2022-06-02,1
3,6,2022,-0.024933141,Down,2022-06-03,1
7,6,2022,0.005534302,Up,2022-06-07,1
8,6,2022,-0.024548214,Down,2022-06-08,1
9,6,2022,0.0113068,Up,2022-06-09,1
10,6,2022,-0.017834123,Down,2022-06-10,1
13,6,2022,-0.000944399,Down,2022-06-13,1
14,6,2022,0.013723751,Up,2022-06-14,1
15,6,2022,0.028339943,Up,2022-06-15,1
16,6,2022,-0.009900789,Down,2022-06-16,1
17,6,2022,0.006668211,Up,2022-06-17,1
20,6,2022,0.024547822,Up,2022-06-20,1
21,6,2022,-0.045644137,Down,2022-06-21,1
22,6,2022,-0.034828216,Down,2022-06-22,1
23,6,2022,0.014728509,Up,2022-06-23,1
24,6,2022,-0.000118392,Down,2022-06-24,1
27,6,2022,0.015595259,Up,2022-06-27,1
28,6,2022,0.019251067,Up,2022-06-28,1
29,6,2022,-0.010084409,Down,2022-06-29,1
30,6,2022,0.014277765,Up,2022-06-30,1
1,7,2022,-0.002879259,Down,2022-07-01,1
4,7,2022,0.041575393,Up,2022-07-04,1
5,7,2022,-0.012927235,Down,2022-07-05,1
6,7,2022,-0.006094101,Down,2022-07-06,1
7,7,2022,0.032702482,Up,2022-07-07,1
8,7,2022,-0.010318328,Down,2022-07-08,1
11,7,2022,0.020664962,Up,2022-07-11,0
