Component1extend,Component2extend,Component3extend,Component4extend,Component5extend,Component6extend,Component7extend,Component8extend,Component9extend,Component10extend,date
0.915952036266182,0.198013839135919,0.148710417748863,0.144552147057239,0.00100966819400151,-0.0565835658967323,0.327134784572364,-0.0613345275102642,-0.00225698548999896,-0.168478011907784,"2016-01-13"
0.915952036266202,0.198013839135949,0.148710417748862,0.14455214705725,0.00100966819399285,-0.0565835658967392,0.327134784572371,-0.0613345275102502,-0.00225698548997784,-0.168478011907793,"2016-01-14"
0.915952036266229,0.19801383913596,0.148710417748872,0.144552147057273,0.00100966819399988,-0.0565835658967877,0.327134784572386,-0.0613345275102633,-0.00225698549000882,-0.168478011907808,"2016-01-15"
3.27826254973073,-0.527159426108276,-0.984496793348401,1.77723261227584,-0.365806854286755,0.567223244180625,-0.588053576163713,-0.00269011642921514,0.551078072065841,-0.0138728998400598,"2016-01-18"
0.768733437164632,0.0208847178763574,0.00894335144792681,0.30323921388016,-0.0298806738149155,-0.0171674064585475,0.0423581938215091,0.0857063809736077,0.170075086256342,0.0167588268178008,"2016-01-19"
-2.99754536579354,-0.202511183557321,1.02377101727816,-2.03551690902117,1.0554964225135,-1.16475206084151,0.546405408269959,0.388353853447622,-0.109790654560522,-0.0178439471839259,"2016-01-20"
3.57224276485285,0.00887310603297616,-1.0328016639964,2.09957718226613,-0.644675329131928,0.791656790764163,-0.384332016968175,0.0590483940246909,0.354819009791432,-0.0654288444984797,"2016-01-21"
0.486553561757686,0.0335340013667697,0.139907143632251,0.107036540203529,0.0548692360536847,-0.114836516467056,0.116279708355278,0.0727143328505055,0.0833864989958122,-0.0295401871259173,"2016-01-22"
0.486553561757647,0.0335340013667809,0.139907143632234,0.107036540203539,0.0548692360537051,-0.114836516467037,0.116279708355313,0.0727143328505095,0.0833864989958153,-0.0295401871259151,"2016-01-25"
0.486553561757757,0.0335340013667595,0.13990714363224,0.107036540203519,0.0548692360536887,-0.114836516467042,0.116279708355294,0.0727143328505045,0.0833864989958034,-0.0295401871259172,"2016-01-26"
0.486553561757693,0.0335340013667425,0.139907143632245,0.107036540203512,0.0548692360536982,-0.114836516467028,0.11627970835527,0.0727143328505162,0.0833864989958057,-0.0295401871259193,"2016-01-27"
2.16667949457833,0.506862853803934,-0.0657205079057153,0.73757881394178,0.170654883167165,-0.632747798675947,-0.0247367268467849,0.726601956813146,0.148218667601283,0.379741389165174,"2016-01-28"
-5.38511050333392,-1.26081831501808,0.658644063996105,-3.6958152091559,1.79635370096872,0.415151706623163,-2.80138406430566,1.42709281994793,2.85419325727322,-0.772459282893958,"2016-01-29"
3.6913727466196,-1.75233389958386,-0.23044962363757,2.69132193819531,0.821176842972903,0.488962145313169,-0.679413869918704,-0.113190999527537,0.10856744720831,0.232778962292384,"2016-02-01"
-3.99897839376785,1.91681032023498,0.571271116954254,-2.87735694580293,-1.41783568358368,-0.462053522588602,0.836917956585138,0.0887875228213082,0.313663495582877,0.577966203782647,"2016-02-02"
-3.64166772246894,2.18232835897611,0.317308087953459,-2.48913589987382,-1.22305878031068,-0.461680172494476,0.807614090316664,0.536959344094491,-0.221431583082095,0.410970524193108,"2016-02-03"
-0.542653362146908,0.472420949562023,-0.00454899933059223,-0.455646885810634,-0.411590320516529,-0.143421019781626,-0.0177053497126092,0.230199129484589,0.255608749224224,0.142243124329501,"2016-02-04"
-0.542653362146886,0.472420949562032,-0.0045489993306043,-0.455646885810634,-0.411590320516529,-0.143421019781626,-0.0177053497126136,0.230199129484597,0.255608749224225,0.142243124329504,"2016-02-05"
-0.5426533621469,0.472420949562037,-0.00454899933060838,-0.45564688581063,-0.41159032051652,-0.14342101978164,-0.0177053497126008,0.230199129484593,0.255608749224222,0.142243124329501,"2016-02-08"
-0.542653362146892,0.47242094956203,-0.00454899933059917,-0.45564688581064,-0.411590320516529,-0.143421019781627,-0.0177053497126106,0.230199129484597,0.255608749224222,0.142243124329504,"2016-02-09"
-0.542653362146922,0.47242094956204,-0.00454899933060162,-0.455646885810638,-0.411590320516543,-0.143421019781634,-0.0177053497126128,0.230199129484593,0.255608749224219,0.142243124329501,"2016-02-10"
-0.542653362146878,0.472420949562032,-0.00454899933059202,-0.455646885810651,-0.411590320516535,-0.143421019781623,-0.0177053497126177,0.2301991294846,0.255608749224218,0.142243124329512,"2016-02-11"
-0.542653362146903,0.472420949562028,-0.00454899933060263,-0.455646885810634,-0.411590320516521,-0.143421019781631,-0.0177053497126121,0.230199129484596,0.255608749224204,0.142243124329509,"2016-02-12"
0.559422288302689,0.036477310135161,0.0954662569892836,0.143097212165209,0.0304600929533875,-0.0884530712857528,0.110422689836382,0.069384189558195,0.112129368796933,-0.049976568631647,"2016-02-15"
1.01178813903765,-0.0228979400624055,-0.1314854795348,0.324763216803779,-0.0632844277271124,0.0660403645759202,0.116685642211752,0.031498364046318,0.226638114842806,-0.0723905158101096,"2016-02-16"
1.01178813903765,-0.022897940062403,-0.131485479534804,0.32476321680378,-0.0632844277271087,0.0660403645759187,0.116685642211753,0.0314983640463168,0.226638114842804,-0.0723905158101129,"2016-02-17"
1.01178813903766,-0.0228979400624008,-0.131485479534801,0.32476321680378,-0.0632844277271135,0.0660403645759209,0.116685642211748,0.03149836404632,0.226638114842803,-0.0723905158101131,"2016-02-18"
1.01178813903765,-0.0228979400624083,-0.131485479534801,0.324763216803776,-0.0632844277271122,0.0660403645759287,0.116685642211747,0.0314983640463165,0.226638114842801,-0.0723905158101082,"2016-02-19"
