Component1,Component2,Component3,Component4,Component5,Component6,Component7,Component8,Component9,Component10,Component11,Component12,Component13,Component14,Component15,Component16,Component17,Component18,Component19,Component20,date
1.98072135639895,-0.105661130841014,-1.18344229198359,0.779580577543942,0.0322610126907637,3.49640164565722,-2.42876116096095,1.2899485513599,0.0653518264815426,-1.2286138475396,2.00513926949278,0.583083748479444,1.12022053911948,1.84437050471913,0.47370679229939,1.026841528275,-1.20718846920542,0.0288543987051705,0.173793226104288,0.957467817101856,"13/01/2016"
1.98072135639895,-0.105661130841014,-1.18344229198359,0.779580577543942,0.032261012690767,3.49640164565721,-2.42876116096094,1.2899485513599,0.0653518264815376,-1.22861384753959,2.00513926949277,0.583083748479439,1.12022053911947,1.84437050471912,0.473706792299388,1.02684152827499,-1.20718846920542,0.0288543987051728,0.173793226104285,0.957467817101858,"14/01/2016"
1.98072135639895,-0.105661130841015,-1.18344229198359,0.77958057754394,0.032261012690768,3.49640164565722,-2.42876116096095,1.28994855135989,0.0653518264815442,-1.2286138475396,2.00513926949278,0.583083748479444,1.12022053911948,1.84437050471914,0.473706792299391,1.026841528275,-1.20718846920542,0.0288543987051688,0.173793226104287,0.957467817101865,"15/01/2016"
-3.87280865003427,3.83205113853976,1.6649310221748,-1.59891245106767,-3.05628879234827,1.75559473836085,-0.805672278165009,1.35555607768271,-0.870087513091933,1.35845888734533,-0.316200195957009,-1.23037093949837,1.32095002035548,-1.22864088140023,0.20170321616676,2.30621224473503,0.969565029768413,-0.719177957432825,0.302067019268028,-1.74812743808914,"18/01/2016"
-3.43372978701241,5.30434829250471,0.536508879716755,-3.58066118883902,-3.90004647286217,1.7230800850227,-1.00456282122851,4.17555088595501,-1.68376197254692,3.88355709848647,-1.24543985231024,0.87435619783032,0.620892363112825,-0.443523106684218,0.501291908399055,-0.662405904475027,-0.396121788224147,-0.437858904960847,0.408853700372804,-2.71558117533885,"19/01/2016"
-1.37369518159574,5.07031991475663,0.0960135335925851,-1.47468816138558,-2.11444609527342,0.740318857996447,-0.634568029276925,1.42342859324863,-0.332068380762872,1.58011832628085,-0.857435350931508,0.153233685031118,1.87994513056122,0.235620089630425,0.117505625245884,-0.621505767273967,0.449934329497041,-0.497789289547103,0.551463161632177,-1.29910962010014,"20/01/2016"
-3.39203735704159,5.70797060169891,0.778029333846396,-1.80251638786228,-1.37423041663798,1.0421840495354,-0.875423931301274,1.57806340623447,0.0113376976756248,2.38746258799351,-0.805598190841828,-0.100169971947941,1.39090719878768,-1.65572940057985,0.658264076435077,0.871869449054447,0.0725055569807124,-1.43951219789361,0.100022331673768,-0.328972217890945,"21/01/2016"
-2.74585930022583,1.23584935929822,0.384745123504145,0.194244063176495,-1.90878156264111,0.115620231275449,0.758263581979803,-0.732366767217031,-0.926599451799444,-0.209838667849522,0.404570574673178,-0.509391972724432,0.782122452395573,-0.759766540589569,-0.365201058304363,0.921117668289637,0.815869387506155,0.0754112359106863,0.729328534189949,0.126235862998331,"22/01/2016"
-2.74585930022583,1.23584935929823,0.384745123504149,0.194244063176495,-1.90878156264111,0.115620231275445,0.758263581979805,-0.732366767217037,-0.926599451799448,-0.209838667849527,0.404570574673178,-0.509391972724431,0.782122452395574,-0.75976654058957,-0.365201058304365,0.921117668289636,0.815869387506161,0.0754112359106828,0.729328534189949,0.126235862998323,"25/01/2016"
-2.74585930022582,1.23584935929824,0.384745123504147,0.194244063176493,-1.90878156264111,0.115620231275444,0.758263581979806,-0.732366767217038,-0.926599451799448,-0.209838667849521,0.404570574673177,-0.509391972724436,0.782122452395576,-0.759766540589573,-0.365201058304364,0.921117668289636,0.815869387506159,0.0754112359106816,0.72932853418995,0.126235862998323,"26/01/2016"
