Component1LM,Component2LM,Component3LM,Component4LM,Component5LM,Component6LM,Component7LM,Component8LM,Component9LM,Component10LM,date
1.65593488294655,-0.0466633654600981,-0.124881167381176,-0.135105716572185,0.274080089209698,-0.141663246796783,-0.624062068857449,0.0192749292024602,-0.334163916790246,0.0677186130326769,"13/01/2016"
1.65593488294654,-0.0466633654600868,-0.124881167381208,-0.135105716572216,0.274080089209706,-0.141663246796811,-0.624062068857468,0.0192749292025079,-0.334163916790213,0.067718613032654,"14/01/2016"
1.6559348829464,-0.0466633654600821,-0.124881167381176,-0.135105716572203,0.27408008920969,-0.141663246796811,-0.624062068857473,0.0192749292024904,-0.334163916790242,0.0677186130326405,"15/01/2016"
4.49535517785561,-0.561856091500279,-2.44998682869822,1.70296589711119,0.0276794606673686,-0.438806970152547,-0.0583307257945114,-0.982587209866986,-0.00531174716624563,-0.172842429913828,"18/01/2016"
-0.463015080684909,-0.250751423410977,0.706713899621649,-0.909962424082876,0.12664611932049,0.169796103795167,-0.337590717469524,0.19862196355469,0.0407722384130759,-0.353483858121369,"19/01/2016"
-1.91867898270859,-0.832525122366973,1.57857393461385,-0.998437027395499,-0.00818314018740106,0.218649940871187,0.0549520599269204,0.395799778688815,-0.0289512840863018,-0.344446805645248,"20/01/2016"
6.1263258134697,0.22119448637344,-3.92129237871984,1.91124292652335,-0.243493843009833,-0.943413960795821,-0.548611554978667,-0.809437318092689,0.0318384591087668,0.951185135826135,"21/01/2016"
7.75790946086654,-1.37354480949279,-2.5411437763139,0.774385623556977,-0.143130449115411,-0.170342174678414,-0.111107753842992,-1.06906493703226,0.548849781519444,-0.517450058690973,"22/01/2016"
7.75790946086652,-1.37354480949279,-2.5411437763139,0.774385623556966,-0.143130449115412,-0.170342174678416,-0.111107753842981,-1.06906493703226,0.548849781519425,-0.517450058690985,"25/01/2016"
7.75790946086653,-1.3735448094928,-2.5411437763139,0.774385623556966,-0.143130449115416,-0.170342174678413,-0.111107753842983,-1.06906493703226,0.548849781519437,-0.517450058690989,"26/01/2016"
7.75790946086649,-1.37354480949277,-2.5411437763139,0.774385623556971,-0.143130449115418,-0.170342174678422,-0.111107753842997,-1.06906493703225,0.548849781519436,-0.517450058690984,"27/01/2016"
5.27684509749955,0.515938634670531,-0.799410661928606,-0.335861082513803,-1.09184262069778,-0.884159241462406,0.535854902551899,-1.0996551214718,0.206425365521593,2.16613210790633,"28/01/2016"
-7.51335539852509,-4.01466048906448,5.0313787591801,1.58270608002064,2.92191747674569,1.81686729472791,3.36027090449544,-1.97943985104711,3.93203683364607,-0.958644765047106,"29/01/2016"
6.24192459770417,-2.46557458473506,-3.98576902534177,0.645765005864637,-1.77985637126241,0.87023386566396,1.60197378773072,-0.123783281447397,-0.985795842114542,1.04130570025242,"01/02/2016"
-3.19237021584937,1.01983467695491,2.013125505612,-0.0520580501168727,1.51991259583902,-0.810208872241559,-1.51933602710067,0.306491296687595,0.951685803156975,-1.07915268173249,"02/02/2016"
-1.49843737773887,0.783984022784217,1.37847858035358,-0.087166900003542,1.03411759913863,-0.677705253184808,-1.01705811424672,0.280735035056535,0.500150281526659,-0.447395948070955,"03/02/2016"
0.348916166149942,-0.0914575725948651,0.0329304053336466,-0.0702057183548204,0.396859461605268,-0.185766309213911,-0.237360729750504,-0.0413834086483604,0.09966571134216,-0.113043543602116,"04/02/2016"
0.348916166149937,-0.0914575725948525,0.0329304053336405,-0.0702057183548143,0.396859461605261,-0.185766309213907,-0.237360729750504,-0.0413834086483652,0.0996657113421571,-0.113043543602118,"05/02/2016"
0.348916166149943,-0.0914575725948552,0.0329304053336461,-0.0702057183548166,0.396859461605262,-0.185766309213911,-0.237360729750504,-0.0413834086483614,0.0996657113421585,-0.113043543602114,"08/02/2016"
0.348916166149944,-0.0914575725948477,0.0329304053336443,-0.0702057183548203,0.39685946160526,-0.185766309213916,-0.237360729750497,-0.0413834086483588,0.0996657113421578,-0.113043543602115,"09/02/2016"
0.34891616614995,-0.0914575725948469,0.032930405333642,-0.0702057183548208,0.396859461605258,-0.185766309213912,-0.237360729750511,-0.04138340864836,0.0996657113421493,-0.113043543602116,"10/02/2016"
0.348916166149936,-0.0914575725948612,0.032930405333639,-0.0702057183548184,0.396859461605258,-0.185766309213913,-0.237360729750504,-0.0413834086483558,0.0996657113421554,-0.113043543602116,"11/02/2016"
0.348916166149938,-0.0914575725948566,0.0329304053336439,-0.0702057183548242,0.396859461605261,-0.185766309213912,-0.237360729750503,-0.0413834086483644,0.0996657113421594,-0.113043543602111,"12/02/2016"
