log_ret,equally_weighted_index,equally_weighted_volume,date,sentiment_LM,sentiment_extend,Component1extend,Component2extend,Component3extend,Component4extend,Component5extend,Component6extend,Component7extend,Component8extend,Component9extend,Component10extend,Component1LM,Component2LM,Component3LM,Component4LM,Component5LM,Component6LM,Component7LM,Component8LM,Component9LM,Component10LM
0.024653348169429483,123.982993,955224.5636892191,2016-01-13,0.003378378378378379,0.002483252483252483,0.915952036266182,0.198013839135919,0.148710417748863,0.144552147057239,0.0010096681940015,-0.0565835658967323,0.327134784572364,-0.0613345275102642,-0.0022569854899989,-0.168478011907784,1.66957164322715,-0.104759532964823,-0.0403526865381714,0.042247525899501,0.455843997683349,0.0899337786774261,0.0936717177297142,-0.672845679167171,-0.219977233673788,0.186503932846491
-0.03260645092515171,120.00554524,850090.8787431654,2016-01-14,0.003378378378378379,0.002483252483252483,0.915952036266202,0.198013839135949,0.148710417748862,0.14455214705725,0.0010096681939928,-0.0565835658967392,0.327134784572371,-0.0613345275102502,-0.0022569854899778,-0.168478011907793,1.66957164322717,-0.104759532964824,-0.0403526865381696,0.0422475258995124,0.45584399768337,0.0899337786774672,0.0936717177296941,-0.672845679167159,-0.219977233673776,0.186503932846496
0.004484491922985991,120.54491764,759009.187525752,2016-01-15,0.003378378378378379,0.002483252483252483,0.915952036266229,0.19801383913596,0.148710417748872,0.144552147057273,0.0010096681939998,-0.0565835658967877,0.327134784572386,-0.0613345275102633,-0.0022569854900088,-0.168478011907808,1.66957164322721,-0.104759532964829,-0.0403526865381761,0.0422475258995085,0.45584399768336,0.0899337786774443,0.0936717177297067,-0.672845679167207,-0.219977233673752,0.186503932846486
-0.028254804069337253,117.18661216000001,438230.36998460384,2016-01-18,0.006186552239183819,0.0069681780208096,3.27826254973073,-0.527159426108276,-0.984496793348401,1.77723261227584,-0.365806854286755,0.567223244180625,-0.588053576163713,-0.0026901164292151,0.551078072065841,-0.0138728998400598,4.34719849846341,-0.908943373102214,2.39431616723215,-0.0031313272410738,0.0148962569809587,-1.5347040333534,1.36438770692507,0.12162200046557,0.972588756078227,-0.302631932993261
0.04763198488630523,122.90351600000002,597259.9238403371,2016-01-19,-0.002157281569014886,0.0006381009756044143,0.768733437164632,0.0208847178763574,0.0089433514479268,0.30323921388016,-0.0298806738149155,-0.0171674064585475,0.0423581938215091,0.0857063809736077,0.170075086256342,0.0167588268178008,-0.573483995995597,-0.29940152655263,-1.08717050251204,0.172036925238569,0.295553973770844,0.732241355216929,-0.741437952266476,-0.244923150537875,-0.427908187310373,-0.176452922827682
-0.03206289491691492,119.02537788000001,683055.7487660092,2016-01-20,-0.005330508626991606,-0.009233612779877554,-2.99754536579354,-0.202511183557321,1.02377101727816,-2.03551690902117,1.0554964225135,-1.16475206084151,0.546405408269959,0.388353853447622,-0.109790654560522,-0.0178439471839259,-2.02387342524346,-0.653252841365349,-1.82563525382451,-0.147629238899757,0.006051610687051,1.23766029354292,-1.0730967663429,0.172954442777848,-0.301699775126743,-0.404609853224542
0.014164476526467072,120.72330680000002,933486.5696050068,2016-01-21,0.009215497719358817,0.007742373379619269,3.57224276485285,0.0088731060329761,-1.0328016639964,2.09957718226613,-0.644675329131928,0.791656790764163,-0.384332016968175,0.0590483940246909,0.354819009791432,-0.0654288444984797,6.03624417167005,-0.185865576479837,4.02414837730474,0.153869299523112,0.351757273278256,-1.88230954926814,2.13775772153673,-0.162985032818882,1.09440655929052,0.574349058581464
0.023239218052045093,123.56167504,837397.8899344713,2016-01-22,0.01282051282051282,0.0,0.486553561757686,0.0335340013667697,0.139907143632251,0.107036540203529,0.0548692360536847,-0.114836516467056,0.116279708355278,0.0727143328505055,0.0833864989958122,-0.0295401871259173,8.27632867796347,-1.84963746088799,2.3332812838971,0.0876411667404815,0.386764859635138,-1.42438979973768,1.55871476019197,0.0486718621296262,0.579122880431772,-2.26909824858083
0.018760488717056097,125.90163320000002,558932.1494018745,2016-01-25,0.01282051282051282,0.0,0.486553561757647,0.0335340013667809,0.139907143632234,0.107036540203539,0.0548692360537051,-0.114836516467037,0.116279708355313,0.0727143328505095,0.0833864989958153,-0.0295401871259151,8.27632867796346,-1.849637460888,2.33328128389708,0.0876411667405048,0.386764859635146,-1.42438979973769,1.55871476019198,0.0486718621296446,0.579122880431772,-2.26909824858084
-0.016657980284368722,123.82173780000001,620837.2360869469,2016-01-26,0.01282051282051282,0.0,0.486553561757757,0.0335340013667595,0.13990714363224,0.107036540203519,0.0548692360536887,-0.114836516467042,0.116279708355294,0.0727143328505045,0.0833864989958034,-0.0295401871259172,8.27632867796349,-1.849637460888,2.33328128389709,0.0876411667404846,0.386764859635143,-1.42438979973768,1.55871476019197,0.0486718621296304,0.579122880431781,-2.26909824858083
