delta_lm,delta_lm_f1,delta_lm_comp,delta_lm_comp_f1,delta_extend,delta_extend_f1,delta_extend_comp,delta_extend_comp_f1
0.0,0.0,-0.2562302562302562,0.10373046271027517,0.0,0.0,-0.11319761319761312,0.32443180201165456
