accuracy_p,f1_p,accuracy_p_lm,f1_p_lm,accuracy_p_lm_comp,f1_p_lm_comp,accuracy_p_extend,f1_p_extend,accuracy_p_extend_comp,f1_p_extend_comp
0.4539877300613497,0.28350288628303694,0.4539877300613497,0.28350288628303694,0.33766233766233766,0.3129107718568749,0.4539877300613497,0.28350288628303694,0.4025974025974026,0.3754802385553478
