year,month,day,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,T36,T37,T38,T39,T40,T41,T42,T43,T44,T45,T46,T47,T48,T49,T50,T51,T52,T53,T54,T55,T56,T57,T58,T59,T60,T61,T62,T63,T64,T65,T66,T67,T68,T69,T70,T71,T72,T73,T74,T75,T76,T77,T78,T79,T80,T81,T82,T83,T84,T85,T86,T87,T88,T89,T90,T91,T92,T93,T94,T95,T96,T97,T98,T99
2016,1,13,0.003246753246753247,0.0038149350649350653,0.0038149350649350653,0.0034902597402597406,0.0038149350649350653,0.0034090909090909094,0.27362012987012985,0.0034902597402597406,0.005844155844155844,0.004301948051948052,0.009659090909090909,0.003246753246753247,0.0037337662337662337,0.0035714285714285718,0.003977272727272728,0.0034090909090909094,0.0034090909090909094,0.003327922077922078,0.004464285714285714,0.0037337662337662337,0.0034090909090909094,0.003246753246753247,0.003652597402597403,0.003652597402597403,0.30641233766233766,0.0034902597402597406,0.003327922077922078,0.0037337662337662337,0.003327922077922078,0.003246753246753247,0.0034902597402597406,0.003652597402597403,0.004626623376623376,0.003409090909090909,0.0035714285714285713,0.0035714285714285718,0.004464285714285714,0.0034902597402597406,0.0034090909090909094,0.0035714285714285713,0.0034090909090909094,0.003246753246753247,0.004058441558441558,0.003327922077922078,0.0034902597402597406,0.0034090909090909094,0.04237012987012986,0.0037337662337662337,0.003327922077922078,0.003246753246753247,0.003652597402597403,0.003977272727272728,0.012337662337662338,0.0034902597402597406,0.003246753246753247,0.0042207792207792205,0.004788961038961039,0.0034090909090909094,0.0034090909090909094,0.0035714285714285718,0.003327922077922078,0.0038149350649350653,0.00487012987012987,0.0034902597402597406,0.003327922077922078,0.003246753246753247,0.003246753246753247,0.004139610389610389,0.003896103896103896,0.003652597402597403,0.003977272727272728,0.004626623376623376,0.003814935064935065,0.005113636363636364,0.003652597402597403,0.00689935064935065,0.0034090909090909094,0.005194805194805195,0.0034090909090909094,0.0034902597402597406,0.003327922077922078,0.004139610389610389,0.0034090909090909094,0.0037337662337662337,0.003652597402597403,0.003246753246753247,0.003246753246753247,0.0034090909090909094,0.003896103896103896,0.003246753246753247,0.003246753246753247,0.003327922077922078,0.0034902597402597406,0.0034902597402597406,0.0038961038961038965,0.00625,0.004301948051948052,0.0034090909090909094,0.003327922077922078,0.0034902597402597406
2016,1,18,0.004779411764705883,0.003676470588235294,0.03882352941176471,0.003088235294117647,0.00411764705882353,0.0031617647058823526,0.006397058823529411,0.004411764705882353,0.005220588235294118,0.004779411764705883,0.012720588235294117,0.005073529411764707,0.0034558823529411767,0.0034558823529411767,0.004852941176470589,0.0031617647058823526,0.004705882352941176,0.006691176470588237,0.004338235294117647,0.004338235294117648,0.02904411764705882,0.0041911764705882355,0.009264705882352942,0.10073529411764706,0.005735294117647059,0.005882352941176471,0.004779411764705882,0.003897058823529412,0.003602941176470588,0.0035294117647058825,0.0034558823529411767,0.036544117647058824,0.0033088235294117647,0.0044852941176470595,0.010367647058823528,0.004926470588235294,0.003823529411764706,0.005220588235294118,0.005735294117647059,0.004044117647058823,0.0052205882352941175,0.0052205882352941175,0.004926470588235294,0.0032352941176470593,0.004926470588235294,0.0031617647058823526,0.0037500000000000007,0.00411764705882353,0.007205882352941176,0.0037500000000000007,0.0034558823529411767,0.004558823529411765,0.003602941176470588,0.0034558823529411767,0.0044852941176470595,0.004779411764705883,0.0033823529411764705,0.029485294117647054,0.0064705882352941195,0.01735294117647059,0.003602941176470588,0.03139705882352941,0.00411764705882353,0.04022058823529412,0.004338235294117647,0.021176470588235293,0.0065441176470588235,0.003823529411764706,0.0033088235294117647,0.007794117647058825,0.003602941176470588,0.007794117647058824,0.09264705882352942,0.019558823529411764,0.0033088235294117647,0.006985294117647059,0.005808823529411765,0.018823529411764704,0.003970588235294117,0.006764705882352942,0.016176470588235296,0.0035294117647058825,0.003455882352941176,0.003088235294117647,0.008382352941176471,0.0032352941176470584,0.004264705882352941,0.0033823529411764705,0.004485294117647059,0.006323529411764705,0.004338235294117648,0.012573529411764706,0.03147058823529412,0.010514705882352942,0.007647058823529412,0.005882352941176471,0.005514705882352942,0.04308823529411765,0.012058823529411764,0.004632352941176471
2016,1,19,0.0013705103969754253,0.001228733459357278,0.023275047258979203,0.0015831758034026467,0.004206049149338374,0.0019139886578449904,0.002173913043478261,0.00444234404536862,0.002339319470699433,0.0020793950850661624,0.0061200378071833645,0.0019139886578449909,0.0012051039697542536,0.0014886578449905482,0.0012287334593572782,0.014012287334593573,0.0053402646502835535,0.008364839319470699,0.002551984877126654,0.014650283553875237,0.04957466918714556,0.0015359168241965975,0.02152646502835539,0.10446597353497164,0.004513232514177694,0.0050803402646502835,0.0025047258979206044,0.001512287334593573,0.001275992438563327,0.0012523629489603026,0.0017249527410207939,0.08733459357277884,0.007963137996219281,0.006332703213610587,0.0034499054820415877,0.0032372400756143665,0.0034262759924385635,0.004371455576559546,0.0015831758034026467,0.0013232514177693763,0.0016068052930056712,0.001346880907372401,0.004985822306238186,0.001181474480151229,0.001559546313799622,0.002197542533081285,0.047873345935727785,0.0015595463137996223,0.004158790170132326,0.0030245746691871453,0.014130434782608697,0.0013705103969754253,0.010089792060491494,0.0014650283553875238,0.0023156899810964082,0.0024102079395085063,0.037948960302457466,0.00500945179584121,0.003827977315689981,0.0015595463137996221,0.01275992438563327,0.0017013232514177692,0.002362948960302457,0.030600189035916825,0.0014413988657844992,0.0016304347826086956,0.014035916824196599,0.0011342155009451797,0.0016776937618147448,0.005765595463137997,0.0075378071833648395,0.0020321361058601136,0.03225425330812855,0.020652173913043477,0.0015359168241965975,0.003355387523629489,0.0014413988657844992,0.005363894139886578,0.0012051039697542534,0.03589319470699433,0.012618147448015121,0.0019848771266540643,0.0014650283553875238,0.001630434782608696,0.0012996219281663519,0.0027173913043478256,0.001772211720226843,0.0019612476370510397,0.012310964083175802,0.001559546313799622,0.0016068052930056712,0.006947069943289225,0.0020321361058601136,0.014177693761814745,0.0012523629489603026,0.0037334593572778824,0.049763705103969755,0.0037334593572778824,0.002930056710775047,0.12502362948960305
2016,1,20,0.0011983471074380164,0.0008677685950413223,0.033533057851239674,0.0016632231404958675,0.0018078512396694213,0.005547520661157025,0.00853305785123967,0.017789256198347106,0.001477272727272727,0.0009504132231404958,0.03502066115702479,0.002365702479338843,0.001043388429752066,0.009855371900826446,0.0009090909090909091,0.010464876033057851,0.0010743801652892562,0.006549586776859505,0.005351239669421488,0.0021797520661157024,0.022231404958677686,0.0009194214876033057,0.01850206611570248,0.08350206611570248,0.044028925619834715,0.00262396694214876,0.0006714876033057851,0.001043388429752066,0.006043388429752066,0.0031508264462809916,0.0019111570247933884,0.023615702479338842,0.026260330578512393,0.0007644628099173552,0.017169421487603302,0.001043388429752066,0.03848140495867768,0.006694214876033058,0.003822314049586777,0.007820247933884297,0.013925619834710742,0.0007438016528925619,0.01,0.003935950413223141,0.0034814049586776854,0.0024380165289256198,0.025578512396694213,0.0029958677685950415,0.008491735537190081,0.0010640495867768594,0.0010330578512396692,0.002830578512396694,0.011456611570247934,0.002355371900826446,0.002458677685950413,0.0031921487603305786,0.045268595041322315,0.004276859504132232,0.009276859504132231,0.002644628099173554,0.024400826446280992,0.012066115702479337,0.0008264462809917354,0.04847107438016529,0.002107438016528926,0.0019731404958677687,0.01115702479338843,0.0022417355371900827,0.003336776859504133,0.0008677685950413223,0.0032334710743801656,0.0037809917355371902,0.021828512396694214,0.03418388429752066,0.0032851239669421488,0.003946280991735537,0.001735537190082645,0.02388429752066116,0.003853305785123967,0.009803719008264464,0.004245867768595041,0.0026756198347107443,0.00830578512396694,0.0031301652892561983,0.0012809917355371902,0.0011776859504132229,0.0008780991735537188,0.0012913223140495866,0.006539256198347107,0.002985537190082645,0.0009710743801652893,0.0032438016528925626,0.0020144628099173557,0.005774793388429752,0.0009297520661157025,0.009535123966942149,0.015351239669421488,0.08769628099173554,0.00337809917355372,0.005681818181818182
2016,1,21,0.0006351039260969977,0.002915704387990762,0.05103926096997691,0.006216320246343341,0.032207467282525014,0.0008756735950731332,0.0386643571978445,0.01413587374903772,0.0015011547344110855,0.004022324865280985,0.022170900692840646,0.005706312548113934,0.0015492686682063127,0.014953810623556583,0.0007409545804464973,0.024480369515011546,0.0010969976905311778,0.00644726712856043,0.0016358737490377213,0.00619707467282525,0.010479214780600463,0.005302155504234026,0.013337182448036949,0.04972093918398769,0.005533102386451117,0.0006735950731331794,0.0014626635873749038,0.0005581216320246343,0.0012413394919168592,0.002588529638183218,0.0011836027713625868,0.0443225558121632,0.0024441878367975367,0.0011739799846035412,0.011085450346420323,0.0009045419553502696,0.003367975365665897,0.01477097767513472,0.0020688991531947654,0.0007602001539645882,0.0015396458814472672,0.0007217090069284065,0.0058217859892224786,0.0007217090069284065,0.010719784449576598,0.0022324865280985372,0.029753656658968442,0.005937259430331024,0.006649345650500385,0.0026847575057736724,0.001443418013856813,0.004792147806004619,0.0018764434180138568,0.0014337952270977675,0.0012894534257120861,0.0020207852193995382,0.00995958429561201,0.008583525789068515,0.010334872979214779,0.0012220939183987685,0.022055427251732103,0.0152328714395689,0.001655119322555812,0.04783487297921478,0.0017705927636643575,0.01075827559661278,0.0018956889915319477,0.0039164742109314855,0.003146651270207852,0.0008083140877598153,0.005331023864511163,0.0011258660508083143,0.07037143956889916,0.030090454195535028,0.001424172440338722,0.0007313317936874519,0.007592378752886836,0.01075827559661278,0.0011066204772902234,0.06155696689761355,0.006716705157813705,0.0012028483448806777,0.001443418013856813,0.0040319476520400315,0.004522709776751348,0.0014145496535796767,0.0008852963818321788,0.004561200923787529,0.004647806004618938,0.011633949191685913,0.0007505773672055429,0.0010777521170130871,0.011229792147806004,0.002742494226327945,0.0014530408006158582,0.020265588914549652,0.02480754426481909,0.053733641262509624,0.014337952270977677,0.009468822170900693
2016,1,22,0.011728395061728394,0.006327160493827161,0.008487654320987654,0.006790123456790123,0.007253086419753085,0.007098765432098765,0.006327160493827161,0.006481481481481481,0.006635802469135801,0.007098765432098765,0.007407407407407407,0.006172839506172839,0.006481481481481481,0.008487654320987654,0.006944444444444445,0.007253086419753085,0.008487654320987654,0.011882716049382716,0.006327160493827161,0.006944444444444445,0.008796296296296297,0.006172839506172839,0.007098765432098765,0.01095679012345679,0.006327160493827161,0.006944444444444445,0.006635802469135801,0.006172839506172839,0.006327160493827161,0.011265432098765432,0.006944444444444445,0.006635802469135801,0.006481481481481481,0.008333333333333333,0.024999999999999998,0.006172839506172839,0.006635802469135801,0.006481481481481481,0.010493827160493827,0.006635802469135801,0.01095679012345679,0.006327160493827161,0.010030864197530864,0.00802469135802469,0.006635802469135801,0.006635802469135801,0.006790123456790123,0.006172839506172839,0.006944444444444445,0.006944444444444445,0.013117283950617283,0.006635802469135801,0.006172839506172839,0.00787037037037037,0.010648148148148148,0.007561728395061728,0.006327160493827161,0.006635802469135801,0.01111111111111111,0.007098765432098765,0.006327160493827161,0.03518518518518519,0.006481481481481481,0.010339506172839505,0.008796296296296297,0.016975308641975308,0.006790123456790123,0.006172839506172839,0.006481481481481481,0.006481481481481481,0.009876543209876543,0.006481481481481481,0.0720679012345679,0.006790123456790123,0.006944444444444445,0.006172839506172839,0.006327160493827161,0.0640432098765432,0.02160493827160494,0.018364197530864195,0.012191358024691356,0.006172839506172839,0.006790123456790123,0.006327160493827161,0.006944444444444445,0.006481481481481481,0.006481481481481481,0.006172839506172839,0.008333333333333333,0.008641975308641974,0.008950617283950617,0.007407407407407407,0.00787037037037037,0.04027777777777778,0.006481481481481481,0.007253086419753085,0.012962962962962963,0.008641975308641974,0.006327160493827161,0.014814814814814814
2016,1,28,0.0007703488372093022,0.0020203488372093023,0.03177325581395349,0.0008720930232558139,0.0026453488372093024,0.0018604651162790697,0.0015843023255813955,0.0050436046511627905,0.004491279069767441,0.0017877906976744185,0.004084302325581395,0.003837209302325581,0.003197674418604651,0.0019331395348837206,0.0017296511627906976,0.14267441860465116,0.0023546511627906977,0.0009302325581395348,0.002834302325581395,0.0010029069767441862,0.01811046511627907,0.0008575581395348836,0.017950581395348837,0.0015406976744186045,0.002616279069767442,0.0007122093023255813,0.0015261627906976744,0.008430232558139536,0.001773255813953488,0.0022965116279069766,0.013561046511627909,0.0013517441860465115,0.01,0.0012645348837209303,0.004302325581395349,0.002616279069767442,0.0023110465116279065,0.014113372093023258,0.0023110465116279065,0.0009302325581395348,0.02066860465116279,0.006962209302325581,0.001875,0.0012063953488372092,0.0014680232558139535,0.03520348837209302,0.0038953488372093018,0.0018750000000000004,0.004680232558139535,0.0017005813953488373,0.004694767441860466,0.0025581395348837207,0.005799418604651163,0.0008284883720930232,0.021613372093023258,0.0032267441860465117,0.0019040697674418607,0.0024273255813953487,0.09534883720930233,0.006758720930232559,0.023837209302325583,0.010465116279069767,0.0011046511627906977,0.02373546511627907,0.006133720930232558,0.006090116279069768,0.0048401162790697675,0.0012063953488372094,0.0009593023255813953,0.0008575581395348836,0.10465116279069768,0.03199127906976744,0.0018459302325581396,0.04950581395348837,0.0006976744186046512,0.0023982558139534886,0.0006540697674418605,0.0018168604651162788,0.0011773255813953489,0.020973837209302328,0.01661337209302326,0.002616279069767442,0.004680232558139535,0.0014970930232558138,0.015392441860465117,0.0011046511627906977,0.0009302325581395348,0.011380813953488372,0.005959302325581395,0.001308139534883721,0.0011337209302325583,0.012936046511627908,0.01053779069767442,0.003531976744186046,0.0010610465116279069,0.024113372093023257,0.028750000000000005,0.002543604651162791,0.006700581395348837,0.0015697674418604652
2016,1,29,0.0030505952380952377,0.0040178571428571425,0.05260416666666666,0.0034970238095238097,0.0055059523809523805,0.0033482142857142855,0.013095238095238096,0.004836309523809524,0.004166666666666667,0.004092261904761905,0.08869047619047618,0.003869047619047619,0.003199404761904762,0.005803571428571429,0.0032738095238095235,0.0030505952380952377,0.004092261904761905,0.003422619047619047,0.29486607142857146,0.0031249999999999997,0.0035714285714285713,0.0033482142857142855,0.007291666666666667,0.0040178571428571425,0.0041666666666666675,0.002976190476190476,0.004017857142857143,0.0035714285714285713,0.003199404761904762,0.005580357142857143,0.0033482142857142855,0.0037946428571428575,0.02633928571428571,0.004464285714285714,0.0037946428571428567,0.0035714285714285713,0.005580357142857142,0.0031249999999999997,0.0075148809523809534,0.003943452380952381,0.003869047619047619,0.0030505952380952377,0.0046875,0.003348214285714285,0.003645833333333333,0.006845238095238096,0.01361607142857143,0.003422619047619047,0.012797619047619047,0.0047619047619047615,0.003645833333333333,0.006622023809523809,0.004315476190476191,0.0035714285714285713,0.007589285714285715,0.004315476190476191,0.006398809523809524,0.0037202380952380946,0.01607142857142857,0.005431547619047619,0.03072916666666666,0.005952380952380953,0.003348214285714285,0.004910714285714286,0.004389880952380952,0.0040178571428571425,0.002976190476190476,0.0031249999999999997,0.006398809523809524,0.0030505952380952377,0.006473214285714285,0.0046875,0.0030505952380952377,0.035863095238095236,0.003869047619047619,0.00505952380952381,0.003199404761904762,0.0036458333333333334,0.0035714285714285713,0.006622023809523809,0.007663690476190477,0.00587797619047619,0.0037946428571428575,0.0032738095238095235,0.003422619047619047,0.004464285714285715,0.003199404761904762,0.004017857142857143,0.006026785714285715,0.0035714285714285713,0.004613095238095237,0.004910714285714286,0.003869047619047619,0.0046875,0.002976190476190476,0.004166666666666666,0.017038690476190478,0.003645833333333333,0.01830357142857143,0.004985119047619048
2016,2,1,0.0016796322489391793,0.001051980198019802,0.03001237623762376,0.0015647100424328146,0.023612093352192363,0.0022896039603960395,0.0007514144271570013,0.004702970297029703,0.0010519801980198018,0.009662305516265911,0.012959688826025459,0.04011669024045262,0.0008751768033946252,0.012402758132956153,0.0004862093352192362,0.0025548090523338043,0.0010785007072135785,0.0021039603960396037,0.0009282178217821782,0.0014232673267326732,0.023240806223479495,0.0013525459688826025,0.003368104667609618,0.059892149929278646,0.0007337340876944837,0.0128005657708628,0.002492927864214993,0.000724893917963225,0.0004685289957567186,0.005348302687411598,0.00632072135785007,0.001326025459688826,0.0014674681753889674,0.0015823903818953321,0.00907885431400283,0.0008398161244695899,0.004322842998585573,0.019642857142857146,0.002448727015558699,0.0008663366336633665,0.0012641442715700141,0.00297029702970297,0.001989038189533239,0.0019713578500707213,0.0033592644978783586,0.0009724186704384724,0.0027316124469589816,0.0016000707213578499,0.009918670438472419,0.011023691654879774,0.010625884016973125,0.0036067892503536063,0.002033239038189533,0.005984794908062235,0.020509193776520506,0.0034830268741159825,0.0008044554455445545,0.02210926449787836,0.004181400282885431,0.0009193776520509194,0.00518033946251768,0.1147984441301273,0.0007425742574257426,0.03589108910891089,0.03163012729844413,0.0715876944837341,0.001051980198019802,0.0005392503536067893,0.0017238330975954737,0.0016619519094766618,0.0006188118811881187,0.0016619519094766618,0.01640735502121641,0.00137022630834512,0.002050919377652051,0.0032001414427156997,0.0236474540311174,0.015629420084865626,0.00411067892503536,0.07671499292786421,0.002077439886845827,0.000663012729844413,0.006223479490806223,0.002987977369165488,0.00221004243281471,0.0018741159830268739,0.004994695898161245,0.0036509900990099008,0.017627298444130128,0.012376237623762377,0.0008486562942008486,0.005242220650636492,0.016115629420084866,0.022445190947666196,0.0060201555869872705,0.001670792079207921,0.008177157001414428,0.0049593352192362095,0.013003889674681756,0.03492751060820368
2016,2,2,0.001042713567839196,0.005891959798994975,0.04032663316582915,0.0028894472361809045,0.014824120603015075,0.004334170854271357,0.06339195979899497,0.006180904522613066,0.0025753768844221105,0.014811557788944723,0.018718592964824123,0.06891959798994975,0.001407035175879397,0.04052763819095477,0.0009547738693467337,0.004472361809045226,0.0008793969849246232,0.0027763819095477384,0.0024497487437185926,0.003266331658291457,0.01628140703517588,0.0014447236180904523,0.013065326633165831,0.017022613065326632,0.0067964824120603,0.0012562814070351757,0.011419597989949749,0.0014195979899497486,0.001042713567839196,0.003919597989949748,0.0017085427135678393,0.030590452261306533,0.0021608040201005025,0.0018467336683417085,0.01,0.001042713567839196,0.0038190954773869345,0.011809045226130653,0.00228643216080402,0.0018341708542713568,0.004057788944723618,0.014924623115577889,0.0025879396984924623,0.0018844221105527637,0.014610552763819095,0.0016206030150753771,0.006520100502512563,0.004246231155778895,0.012826633165829146,0.0020226130653266334,0.00443467336683417,0.006557788944723618,0.0020854271356783916,0.0008919597989949749,0.026369346733668343,0.002324120603015075,0.0047864321608040205,0.019610552763819095,0.008969849246231157,0.003592964824120603,0.0018090452261306533,0.05389447236180904,0.010439698492462313,0.03660804020100503,0.00798994974874372,0.07375628140703518,0.0023115577889447235,0.0005653266331658293,0.0010804020100502513,0.0018341708542713568,0.0014698492462311558,0.0027135678391959797,0.019497487437185927,0.0027763819095477384,0.0011055276381909548,0.0037939698492462314,0.0018592964824120603,0.006746231155778893,0.001344221105527638,0.05855527638190955,0.005628140703517587,0.004824120603015075,0.007550251256281407,0.002148241206030151,0.004484924623115579,0.000992462311557789,0.0035050251256281404,0.0012814070351758794,0.008919597989949749,0.005527638190954773,0.0012562814070351757,0.0029899497487437185,0.01388190954773869,0.026344221105527636,0.0032537688442211055,0.005552763819095477,0.003530150753768844,0.0027135678391959797,0.013052763819095477,0.006080402010050251
