dates_day,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,T36,T37,T38,T39,T40,T41,T42,T43,T44,T45,T46,T47,T48,T49,T50,T51,T52,T53,T54,T55,T56,T57,T58,T59,T60,T61,T62,T63,T64,T65,T66,T67,T68,T69,T70,T71,T72,T73,T74,T75,T76,T77,T78,T79,T80,T81,T82,T83,T84,T85,T86,T87,T88,T89,T90,T91,T92,T93,T94,T95,T96,T97,T98,T99
2016-01-21,0.005855855855855857,0.004842342342342343,0.0049549549549549555,0.00472972972972973,0.004842342342342343,0.00472972972972973,0.059009009009009,0.012612612612612612,0.004617117117117117,0.004842342342342343,0.009797297297297296,0.005518018018018019,0.03513513513513514,0.00472972972972973,0.011036036036036034,0.0049549549549549555,0.06430180180180181,0.015765765765765764,0.008108108108108109,0.050112612612612614,0.004842342342342343,0.00990990990990991,0.008108108108108109,0.004504504504504505,0.009346846846846847,0.004842342342342343,0.00641891891891892,0.004842342342342343,0.008783783783783783,0.006981981981981982,0.005292792792792794,0.004504504504504505,0.00472972972972973,0.0049549549549549555,0.0049549549549549555,0.013738738738738737,0.010923423423423423,0.007207207207207207,0.031306306306306306,0.005855855855855857,0.016554054054054055,0.00472972972972973,0.013063063063063063,0.005968468468468468,0.020495495495495494,0.004504504504504505,0.005405405405405406,0.005067567567567568,0.006531531531531532,0.0049549549549549555,0.015090090090090092,0.004842342342342343,0.004504504504504505,0.004617117117117117,0.004842342342342343,0.011036036036036034,0.005180180180180181,0.006756756756756757,0.005968468468468469,0.015315315315315315,0.012725225225225225,0.00472972972972973,0.005518018018018019,0.078490990990991,0.005292792792792793,0.00731981981981982,0.005067567567567569,0.004504504504504505,0.004617117117117117,0.004617117117117117,0.005292792792792793,0.014189189189189188,0.006081081081081081,0.004617117117117117,0.00472972972972973,0.00472972972972973,0.00472972972972973,0.00472972972972973,0.005518018018018019,0.0049549549549549555,0.00472972972972973,0.004842342342342343,0.006306306306306306,0.004504504504504505,0.00822072072072072,0.006756756756756757,0.005405405405405407,0.007545045045045044,0.0049549549549549555,0.00472972972972973,0.005518018018018019,0.023310810810810812,0.008108108108108109,0.0049549549549549555,0.0049549549549549555,0.03333333333333333,0.0057432432432432436,0.004617117117117117,0.005292792792792793,0.0057432432432432436
2016-01-28,0.0017711962833914054,0.0013792102206736355,0.016463414634146346,0.00195993031358885,0.0008420441347270616,0.0018728222996515678,0.005676538908246225,0.008391405342624855,0.0009436701509872242,0.0030487804878048777,0.01941056910569106,0.0007984901277584206,0.020644599303135888,0.005923344947735191,0.0011759581881533102,0.0021486643437862952,0.025087108013937282,0.0008710801393728224,0.0035133565621370496,0.04088269454123113,0.017842624854819977,0.003644018583042974,0.0008855981416957028,0.0019018583042973284,0.0011469221835075495,0.0008855981416957027,0.0022938443670150986,0.002134146341463415,0.004921602787456446,0.0015534262485482,0.006402439024390244,0.0018437862950058074,0.009596399535423926,0.001640534262485482,0.0015098722415795587,0.03346399535423925,0.0016695702671312425,0.0051684088269454125,0.0018873403019744484,0.0030197444831591173,0.002772938443670151,0.020092915214866433,0.000929152148664344,0.011077235772357724,0.00586527293844367,0.1576074332171893,0.0013356562137049944,0.010307781649245062,0.004965156794425087,0.006605691056910569,0.0039198606271777,0.12253193960511036,0.00468931475029036,0.0057055749128919865,0.0054732868757259,0.0077090592334494775,0.0023954703832752616,0.014111498257839722,0.0013066202090592336,0.00195993031358885,0.0038327526132404185,0.0015389082462253193,0.00856562137049942,0.0017711962833914054,0.0020760743321718927,0.0015679442508710801,0.0008420441347270616,0.017363530778164927,0.00390534262485482,0.0031358885017421603,0.00233739837398374,0.002264808362369338,0.008420441347270616,0.00116144018583043,0.0022212543554006965,0.011759581881533102,0.001596980255516841,0.005037746806039489,0.00897212543554007,0.01884436701509872,0.0011759581881533102,0.004849012775842045,0.0679732868757259,0.0012775842044134727,0.008638211382113823,0.0009727061556329848,0.009596399535423924,0.01173054587688734,0.0007113821138211383,0.0011759581881533104,0.0056039488966318236,0.008522067363530778,0.005124854819976771,0.022183507549361207,0.006402439024390244,0.002264808362369338,0.006954123112659699,0.003252032520325203,0.050493612078977936,0.01630371660859466
2016-02-01,0.005108695652173914,0.004673913043478262,0.029673913043478262,0.004565217391304348,0.004673913043478262,0.005,0.017282608695652176,0.024673913043478254,0.004456521739130435,0.0059782608695652184,0.03728260869565217,0.005,0.008695652173913045,0.006956521739130436,0.01771739130434783,0.004456521739130435,0.01489130434782609,0.007282608695652175,0.004891304347826087,0.07793478260869566,0.004456521739130435,0.005434782608695653,0.006847826086956522,0.006521739130434784,0.005,0.005326086956521739,0.005434782608695653,0.00891304347826087,0.01173913043478261,0.019130434782608695,0.005543478260869566,0.005,0.006304347826086958,0.005543478260869566,0.005434782608695653,0.00608695652173913,0.005760869565217392,0.005434782608695653,0.013369565217391305,0.004347826086956523,0.006304347826086958,0.004456521739130435,0.005543478260869566,0.009239130434782611,0.15184782608695652,0.004673913043478262,0.005652173913043479,0.004782608695652174,0.004891304347826088,0.00891304347826087,0.00641304347826087,0.0052173913043478265,0.004347826086956523,0.004347826086956523,0.004347826086956523,0.008913043478260869,0.004565217391304348,0.006195652173913045,0.005760869565217392,0.004347826086956523,0.021195652173913043,0.007065217391304349,0.008152173913043478,0.004891304347826088,0.00858695652173913,0.00532608695652174,0.015869565217391305,0.005108695652173914,0.0125,0.00815217391304348,0.00641304347826087,0.01173913043478261,0.006847826086956522,0.00532608695652174,0.0052173913043478265,0.01641304347826087,0.005108695652173914,0.008369565217391305,0.005543478260869566,0.004782608695652174,0.007391304347826087,0.005326086956521739,0.011847826086956522,0.0059782608695652184,0.012391304347826086,0.004891304347826087,0.005434782608695653,0.005543478260869566,0.004673913043478262,0.005326086956521739,0.008043478260869565,0.008804347826086956,0.006304347826086958,0.005760869565217392,0.006086956521739131,0.005108695652173914,0.0071739130434782614,0.004673913043478262,0.007391304347826087,0.005652173913043479
2016-02-15,0.005092592592592592,0.004976851851851852,0.02013888888888889,0.006134259259259259,0.005902777777777778,0.0060185185185185185,0.008333333333333331,0.016782407407407406,0.01666666666666667,0.004976851851851852,0.011805555555555554,0.005671296296296297,0.024305555555555552,0.004976851851851852,0.010763888888888889,0.008680555555555554,0.024421296296296295,0.00486111111111111,0.023032407407407408,0.010763888888888887,0.005324074074074074,0.006597222222222221,0.005902777777777778,0.00486111111111111,0.006134259259259259,0.005787037037037037,0.008912037037037036,0.005324074074074074,0.010879629629629628,0.006944444444444443,0.04525462962962963,0.008680555555555556,0.008333333333333333,0.0063657407407407395,0.005439814814814814,0.0076388888888888895,0.005671296296296297,0.006481481481481481,0.008912037037037036,0.00474537037037037,0.016203703703703703,0.014467592592592593,0.007638888888888887,0.012384259259259258,0.009837962962962962,0.0064814814814814796,0.07037037037037037,0.00486111111111111,0.005324074074074074,0.005208333333333333,0.03090277777777778,0.00486111111111111,0.00474537037037037,0.00474537037037037,0.0076388888888888895,0.02337962962962963,0.005208333333333333,0.005324074074074074,0.005439814814814815,0.011574074074074073,0.006597222222222222,0.004976851851851852,0.00474537037037037,0.019444444444444445,0.00474537037037037,0.08043981481481481,0.01122685185185185,0.005324074074074074,0.005439814814814814,0.014120370370370366,0.0060185185185185185,0.005208333333333333,0.005092592592592592,0.005208333333333333,0.005439814814814814,0.00474537037037037,0.005092592592592592,0.005208333333333333,0.007291666666666666,0.00486111111111111,0.006712962962962962,0.006712962962962962,0.007638888888888888,0.00486111111111111,0.008796296296296295,0.005324074074074074,0.005208333333333333,0.005787037037037037,0.0061342592592592594,0.00474537037037037,0.00486111111111111,0.015625,0.005902777777777778,0.006944444444444443,0.007754629629629628,0.00474537037037037,0.0063657407407407395,0.005671296296296296,0.008333333333333331,0.005555555555555555
2016-02-16,0.005495689655172414,0.004741379310344828,0.004849137931034484,0.00980603448275862,0.0634698275862069,0.005603448275862069,0.008405172413793103,0.010021551724137929,0.06573275862068965,0.005711206896551725,0.014762931034482757,0.015625,0.025431034482758623,0.00581896551724138,0.006681034482758622,0.0077586206896551714,0.009590517241379309,0.004741379310344828,0.0073275862068965525,0.014655172413793105,0.004525862068965518,0.00538793103448276,0.0050646551724137946,0.004418103448275863,0.004741379310344828,0.00560344827586207,0.0050646551724137946,0.0052801724137931045,0.00538793103448276,0.0050646551724137946,0.0065732758620689665,0.006357758620689655,0.009267241379310346,0.00603448275862069,0.006681034482758622,0.016379310344827584,0.005280172413793105,0.00581896551724138,0.005603448275862069,0.006896551724137931,0.00538793103448276,0.004956896551724139,0.0075431034482758615,0.01002155172413793,0.007327586206896551,0.004633620689655173,0.007219827586206895,0.04612068965517241,0.01875,0.00538793103448276,0.03502155172413793,0.007974137931034481,0.0050646551724137946,0.004525862068965518,0.0065732758620689665,0.007650862068965518,0.007327586206896551,0.0050646551724137946,0.00560344827586207,0.010237068965517241,0.00560344827586207,0.004418103448275863,0.005495689655172414,0.05387931034482759,0.004849137931034484,0.007435344827586207,0.008728448275862069,0.004310344827586208,0.0050646551724137946,0.01002155172413793,0.009590517241379309,0.004418103448275863,0.020150862068965516,0.011099137931034482,0.007650862068965518,0.004633620689655173,0.0052801724137931045,0.0050646551724137946,0.007650862068965518,0.004741379310344828,0.005172413793103449,0.005387931034482759,0.021336206896551725,0.004849137931034484,0.0050646551724137946,0.009806034482758621,0.006142241379310345,0.0050646551724137946,0.004956896551724139,0.005495689655172415,0.004956896551724139,0.00711206896551724,0.019504310344827587,0.0052801724137931045,0.004956896551724139,0.006465517241379311,0.00625,0.03125,0.004956896551724138,0.011853448275862068
2016-02-23,0.002345360824742268,0.0017010309278350517,0.018608247422680413,0.001907216494845361,0.0013402061855670104,0.001443298969072165,0.0015206185567010308,0.3208505154639175,0.004922680412371134,0.0012371134020618556,0.0038659793814433,0.0018814432989690724,0.010489690721649484,0.03198453608247422,0.004948453608247423,0.0020876288659793817,0.0035051546391752578,0.0012113402061855669,0.005824742268041238,0.0016752577319587628,0.011520618556701032,0.0031443298969072164,0.0053608247422680414,0.001288659793814433,0.0017783505154639174,0.001365979381443299,0.017912371134020617,0.002422680412371134,0.002551546391752578,0.0014175257731958765,0.0027061855670103096,0.002036082474226804,0.004304123711340206,0.0014175257731958762,0.0025515463917525774,0.0053092783505154645,0.003943298969072165,0.0015979381443298967,0.001520618556701031,0.0020360824742268043,0.0035567010309278356,0.0765721649484536,0.005025773195876289,0.020463917525773194,0.006752577319587628,0.001443298969072165,0.005154639175257733,0.0024226804123711337,0.0020103092783505154,0.001907216494845361,0.00538659793814433,0.0016752577319587632,0.0015979381443298967,0.025798969072164946,0.015077319587628868,0.045257731958762884,0.0029381443298969077,0.0023969072164948457,0.001365979381443299,0.0025257731958762885,0.003711340206185567,0.0014175257731958762,0.004278350515463917,0.001907216494845361,0.0018298969072164945,0.0024999999999999996,0.0047164948453608255,0.0075257731958762895,0.0070360824742268045,0.002164948453608247,0.0015979381443298967,0.0016752577319587628,0.002268041237113402,0.002190721649484536,0.018969072164948454,0.0017783505154639174,0.001365979381443299,0.0015206185567010308,0.005412371134020618,0.06072164948453609,0.0017783505154639174,0.0036597938144329904,0.028737113402061854,0.0014690721649484536,0.00811855670103093,0.0016494845360824743,0.0020360824742268043,0.0012113402061855669,0.001804123711340206,0.0021391752577319587,0.0071134020618556695,0.025850515463917523,0.01309278350515464,0.004175257731958763,0.0016237113402061854,0.0026030927835051544,0.0016237113402061856,0.0015979381443298967,0.005077319587628867,0.021185567010309277
2016-02-25,0.006925675675675676,0.007770270270270272,0.006925675675675676,0.008445945945945946,0.006756756756756757,0.006756756756756757,0.006756756756756757,0.006925675675675676,0.007601351351351352,0.007094594594594594,0.006756756756756757,0.006756756756756757,0.006756756756756757,0.014189189189189188,0.006756756756756757,0.011655405405405406,0.006756756756756757,0.006756756756756757,0.007094594594594594,0.006756756756756757,0.008277027027027027,0.006925675675675676,0.007094594594594594,0.014527027027027028,0.008614864864864865,0.007263513513513514,0.008445945945945946,0.007094594594594594,0.006756756756756757,0.008445945945945946,0.006756756756756757,0.010135135135135136,0.008614864864864865,0.006756756756756757,0.007432432432432433,0.006756756756756757,0.006756756756756757,0.006756756756756757,0.006925675675675676,0.007263513513513514,0.006925675675675676,0.01114864864864865,0.007263513513513514,0.007601351351351352,0.006756756756756757,0.00793918918918919,0.006925675675675676,0.007263513513513514,0.007432432432432433,0.007263513513513514,0.006756756756756757,0.010472972972972974,0.07162162162162163,0.007263513513513514,0.0125,0.0125,0.007432432432432433,0.006756756756756757,0.006756756756756757,0.006756756756756757,0.006756756756756757,0.1285472972972973,0.019087837837837837,0.006756756756756757,0.006756756756756757,0.006756756756756757,0.006925675675675676,0.006925675675675676,0.013175675675675676,0.019932432432432434,0.008614864864864865,0.008108108108108109,0.006756756756756757,0.008445945945945946,0.006925675675675676,0.010135135135135136,0.008108108108108109,0.013006756756756757,0.007939189189189188,0.007432432432432433,0.01064189189189189,0.007432432432432433,0.007939189189189188,0.007770270270270272,0.011655405405405408,0.007094594594594594,0.008952702702702703,0.006756756756756757,0.007094594594594594,0.007432432432432433,0.007939189189189188,0.008783783783783784,0.006925675675675676,0.007094594594594594,0.007601351351351352,0.006756756756756757,0.007601351351351352,0.007094594594594594,0.006756756756756757,0.008445945945945946
2016-02-29,0.005124999999999999,0.005625,0.00575,0.006500000000000001,0.0052499999999999995,0.005124999999999999,0.0052499999999999995,0.005875,0.005375,0.006125,0.005375,0.00575,0.005124999999999999,0.008875,0.005124999999999999,0.008000000000000002,0.0052499999999999995,0.005375,0.005375,0.006875000000000001,0.007125000000000001,0.012375,0.0063750000000000005,0.015750000000000004,0.013000000000000001,0.0055,0.007750000000000002,0.004999999999999999,0.005625,0.005124999999999999,0.004999999999999999,0.005375,0.0055,0.005625,0.0055,0.007375000000000001,0.004999999999999999,0.006750000000000001,0.005124999999999999,0.006500000000000001,0.0052499999999999995,0.008125000000000002,0.0052499999999999995,0.004999999999999999,0.005124999999999999,0.0063750000000000005,0.0055,0.007124999999999999,0.004999999999999999,0.011375,0.005124999999999999,0.009375,0.021,0.0052499999999999995,0.00775,0.00975,0.006125,0.005124999999999999,0.004999999999999999,0.030125000000000002,0.005124999999999999,0.181375,0.02975,0.005124999999999999,0.0063750000000000005,0.004999999999999999,0.005124999999999999,0.004999999999999999,0.013000000000000001,0.031375,0.007625000000000002,0.013000000000000001,0.005124999999999999,0.008,0.006125,0.00925,0.07375000000000001,0.006625000000000001,0.006750000000000001,0.006125,0.007125000000000001,0.0052499999999999995,0.005375,0.00575,0.006500000000000001,0.005375,0.022500000000000003,0.004999999999999999,0.005124999999999999,0.007750000000000002,0.00575,0.0063750000000000005,0.009625,0.004999999999999999,0.006500000000000001,0.0062499999999999995,0.006625000000000001,0.005124999999999999,0.0052499999999999995,0.010875000000000001
2016-03-01,0.0031354515050167216,0.0026337792642140466,0.002466555183946488,0.0036371237458193983,0.0026337792642140466,0.0029264214046822745,0.008821070234113711,0.009949832775919732,0.0028428093645484947,0.0024247491638795986,0.018979933110367893,0.004180602006688963,0.07487458193979933,0.008779264214046822,0.0031354515050167216,0.002591973244147157,0.07153010033444815,0.1661371237458194,0.004765886287625418,0.020652173913043477,0.03461538461538462,0.0017140468227424752,0.006187290969899665,0.006354515050167223,0.0031772575250836113,0.0073996655518394645,0.004055183946488294,0.002173913043478261,0.006354515050167224,0.0022157190635451506,0.004180602006688963,0.0022157190635451506,0.009197324414715718,0.0030936454849498324,0.0028428093645484947,0.004640468227424749,0.002591973244147157,0.00225752508361204,0.0048913043478260865,0.00560200668896321,0.0027591973244147153,0.002132107023411371,0.004849498327759197,0.027968227424749158,0.025961538461538463,0.0298494983277592,0.005392976588628762,0.0028846153846153843,0.006856187290969901,0.0030100334448160534,0.035242474916387954,0.011078595317725754,0.002591973244147157,0.0019230769230769232,0.0051003344481605345,0.02052675585284281,0.002173913043478261,0.023244147157190635,0.005894648829431438,0.001839464882943144,0.029013377926421408,0.005351170568561873,0.004306020066889632,0.0018812709030100335,0.0038043478260869562,0.007901337792642139,0.004431438127090301,0.002382943143812709,0.006396321070234115,0.003678929765886288,0.0017976588628762543,0.018436454849498327,0.0029264214046822745,0.0024247491638795986,0.015593645484949833,0.005016722408026755,0.002048494983277592,0.003929765886287626,0.0030100334448160534,0.0038043478260869562,0.003093645484949833,0.007608695652173913,0.0022157190635451506,0.0024247491638795986,0.0036371237458193983,0.0030100334448160534,0.0027591973244147157,0.012959866220735786,0.00572742474916388,0.005434782608695651,0.002382943143812709,0.02729933110367893,0.014172240802675585,0.0024247491638795986,0.0023411371237458192,0.004138795986622074,0.0026755852842809363,0.008277591973244146,0.0022157190635451506,0.0029264214046822745
2016-03-02,0.003395669291338582,0.0027559055118110236,0.0031988188976377952,0.002608267716535433,0.005462598425196851,0.0024606299212598425,0.0032972440944881885,0.003248031496062992,0.003395669291338582,0.003248031496062992,0.042273622047244094,0.002559055118110236,0.01619094488188976,0.010826771653543307,0.005954724409448818,0.005610236220472441,0.06904527559055118,0.006840551181102364,0.0031496062992125984,0.0140748031496063,0.002608267716535433,0.0027559055118110236,0.004970472440944881,0.002952755905511811,0.003838582677165354,0.005167322834645669,0.004970472440944881,0.007431102362204724,0.008513779527559055,0.003543307086614173,0.002608267716535433,0.003494094488188976,0.004232283464566928,0.0037401574803149597,0.0025098425196850393,0.0028543307086614173,0.003986220472440944,0.004773622047244094,0.0024606299212598425,0.013877952755905512,0.0031988188976377952,0.003641732283464566,0.003494094488188976,0.005511811023622047,0.04005905511811024,0.004035433070866142,0.002362204724409449,0.002312992125984252,0.021062992125984253,0.003100393700787401,0.011761811023622046,0.0031988188976377952,0.019586614173228344,0.002559055118110236,0.007431102362204725,0.007086614173228345,0.003937007874015748,0.011171259842519685,0.003690944881889764,0.003543307086614173,0.03582677165354331,0.07677165354330709,0.0265255905511811,0.0028051181102362204,0.0022145669291338587,0.01830708661417323,0.0033464566929133853,0.03700787401574803,0.006889763779527558,0.03208661417322835,0.007578740157480316,0.006889763779527558,0.008562992125984253,0.006643700787401574,0.0029035433070866137,0.0072342519685039365,0.07967519685039369,0.004576771653543307,0.003494094488188976,0.008021653543307087,0.003001968503937008,0.003641732283464567,0.003248031496062992,0.0024114173228346456,0.026131889763779524,0.002559055118110236,0.008710629921259842,0.002116141732283464,0.0027559055118110236,0.0028543307086614173,0.010679133858267718,0.005019685039370079,0.004035433070866142,0.0033464566929133853,0.002509842519685039,0.0032972440944881885,0.004084645669291338,0.04443897637795276,0.01988188976377953,0.0042814960629921255
